festival_code,festival_name,sido,sigungu,festival_type,first_year,venue
F0096,제32회 동래읍성역사축제,부산,동래구,전통역사,1995,"동래문화회관, 읍성광장, 명륜1번가, 온천천카페거리 등"
F0097,제4회 온천천 빛축제,부산,동래구,문화예술,2023,동래구 온천천 일원
F0098,동래 문화교육 특구페스티벌,부산,동래구,문화예술,2018,"동래문화회관, 동래읍성광장 등"
F0099,제28회 UN평화축제,부산,남구,문화예술,1997,평화공원 일원
F0100,제4회 유엔남구 물놀이축제,부산,남구,문화예술,2023,용호별빛공원 일원
F0101,제13회 낙동강 구포나루 축제,부산,북구,문화예술,2011,화명생태공원 연꽃단지 일대
F0102,제41회 해운대 달맞이온천축제,부산,해운대구,전통역사,1983,해운대해수욕장 일원
F0103,제21회 해운대모래축제,부산,해운대구,자연생태,2005,해운대해수욕장 일원
F0104,제8회 해운대 해양레저축제,부산,해운대구,문화예술,2017,송정해수욕장 일원
F0105,제13회 해운대 빛축제,부산,해운대구,문화예술,2014,해운대해수욕장 일원
F0106,제2회 세계문화축제,부산,해운대구,문화예술,2025,해운대구 구남로
F0107,제16회 감천문화마을골목축제,부산,사하구,문화예술,2011,감천문화마을 일원
F0108,다대포 어항문화축제,부산,사하구,전통역사,2000,다대포항 위판장 일원
F0109,제4회 다대포 선셋 영화축제,부산,사하구,문화예술,2022,다대포해수욕장 일원
F0110,장림항 부네치아 아트프리마켓,부산,사하구,문화예술,2023,장림항 일원
F0111,사하예술제,부산,사하구,문화예술,2013,다대포해변공원 일원
F0112,부산국제공연예술제,부산,금정구,문화예술,2007,금정구 온천천 및 부산대학로 일원
F0113,2026 금정산성축제,부산,금정구,전통역사,1996,"금정산성광장 및 금정산성, 금성동 일원"
F0114,라라라 페스티벌,부산,금정구,문화예술,2016,부산대 지하철역 아래 온천천 일원
F0115,제7회 연제고분판타지축제,부산,연제구,전통역사,2018,온천천시민공원 일원
F0116,대저토마토축제,부산,강서구,지역특산물,2001,강서체육공원 일원
F0117,강서 낙동강30리 벚꽃축제,부산,강서구,자연생태,2015,대저생태공원 일원
F0118,명지시장전어축제추진위원회,부산,강서구,지역특산물,2001,명지시장 일원
F0119,제24회 광안리어방축제,부산,수영구,전통역사,2001,"광안리해변, 수영사적공원"
F0120,Fall in Gwangalli,부산,수영구,문화예술,2025,광안리해변
F0121,제23회 사상강변축제,부산,사상구,문화예술,2001,삼락생태공원 문화마당 일원
F0122,2026년 낙동강정원 벚꽃축제,부산,사상구,문화예술,2009,삼락생태공원 낙동제방 벚꽃길 일원
F0123,기장웰니스관광축제(가칭),부산,기장군,문화예술,2026,임랑해수욕장 및 장안읍 일원
F0124,일광바다축제(갯마을&낭만가요제),부산,기장군,문화예술,2026,일광해수욕장 일원
F0125,제12회 정관생태하천학습문화축제,부산,기장군,문화예술,2012,"정관읍 좌광천 일원 중앙공원, 윗골공원 구목적공원"
F0126,기장미역다시마축제,부산,기장군,지역특산물,2010,이동항 일원
F0127,제30회 기장멸치축제,부산,기장군,지역특산물,1997,대변항 일원
F0128,제20회 기장붕장어축제,부산,기장군,지역특산물,2004,칠암항 일원
F0129,제16회 철마한우불고기축제,부산,기장군,지역특산물,2005,철마도시농업공원(개좌로 797-23번지)일원
F0130,대구생활문화제,대구,중구,문화예술,2014,국채보상기념공원
F0131,제20회 대구국제뮤지컬페스티벌,대구,,문화예술,2007,대구시 일원
F0132,제23회 대구국제오페라축제,대구,,문화예술,2013,대구시 일원
F0133,형형색색 달구벌 관등놀이,대구,,전통역사,2013,"대구전역 (달구벌점등식, 연등회 및 연등행렬)"
F0134,제16회 팔공산 산중전통장터 승시 축제,대구,동구,전통역사,2010,동화사 일원
F0135,2026 대구치맥페스티벌,대구,달서구,지역특산물,2013,두류공원 일원
F0136,제48회 대구약령시 한방문화축제,대구,중구,전통역사,1978,중구 약령시 일원
F0137,제2회 동성로 타임워프 페스타,대구,중구,문화예술,2025,동성로 일원
F0138,대구국가유산야행,대구,중구,문화예술,2016,청라언덕 일원
F0139,제37회 동성로축제,대구,중구,문화예술,1990,동성로 일원
F0140,제13회 방천아트페스티벌,대구,중구,문화예술,2014,방천시장 및 김광석다시그리기길 일원
F0141,제21회 대구패션주얼리위크,대구,중구,문화예술,2006,대구패션주얼리특구 일원(동성로~교동 일원)
F0142,서문시장글로벌대축제,대구,중구,전통역사,1997,서문시장 일대
F0143,교동시장한마음축제,대구,중구,전통역사,2011,교동시장 일대
F0144,2026년 제15회 팔공산 벚꽃축제,대구,동구,자연생태,2009,팔공산 동화지구 분수대 광장 일원
F0145,2026년 동구 여름축제 '두두썸동',대구,동구,자연생태,2025,금호강 둔치 일원(미정)
F0146,2026년 제25회 팔공산 단풍축제,대구,동구,자연생태,1999,팔공산 갓바위 시설지구 일원
F0147,달구벌목민관 부임마을축제,대구,서구,전통역사,2015,"북비산네거리, 구민운동장 일대"
F0148,제31회 대덕제 「2026대구앞산축제」,대구,남구,문화예술,1987,남구구민체육광장 일원
F0149,2026 앞산 크리스마스축제,대구,남구,문화예술,2023,앞산빨래터공원 일원
F0150,2026 금호강 바람소리길 축제,대구,북구,문화예술,2015,산격대교 하단 일원
F0151,제6회 떡볶이 페스티벌,대구,북구,문화예술,2021,대구iM뱅크PARK 일원
F0152,2026 수성못페스티벌,대구,수성구,문화예술,2008,수성못 일원
F0153,대구 비어&뮤직 페스티벌,대구,수성구,주민화합,2022,수성못 상화동산
F0154,제8회 수성빛예술제,대구,수성구,문화예술,2019,수성못 일원
F0155,장미꽃 필 무렵,대구,달서구,자연생태,2016,이곡장미공원
F0156,희망달서 대축제,대구,달서구,주민화합,2013,달서아트센터 일원
F0157,선사문화체험축제,대구,달서구,전통역사,2014,선돌마당공원
F0158,2026년 제3회 두류젊코축제,대구,달서구,문화예술,2024,두류젊코 상권활성화 구역 일원(두류동)
F0159,제30회 비슬산 참꽃 문화제,대구,달성군,문화예술,1997,국립대구과학관 및 비슬산휴양림 일원
F0160,YES! 키즈존,대구,달성군,문화예술,2023,국립대구과학관 일원
F0161,제5회 군위 바비큐 축제,대구,군위군,문화예술,2022,삼국유사테마파크
F0162,2026년 인천대공원 벚꽃축제,인천,남동구,문화예술,2003,인천대공원
F0163,제21회 인천 펜타포트 음악축제,인천,연수구,문화예술,2006,송도 달빛축제공원
F0164,제2회 1883 짜장면 축제,인천,중구,지역특산물,2025,개항장 및 차이나타운
F0165,제11회 인천개항장 국가유산 야행,인천,중구,문화예술,2016,개항장 문화지구
F0166,차이나는 개항 페스타,인천,중구,문화예술,2025,상상플랫폼 및 개항장 일원
F0167,송도세계문화 관광축제,인천,연수구,문화예술,2011,송도 달빛축제공원
F0168,강화별밤야행,인천,강화군,전통역사,2018,용흥궁공원
F0169,강화 화개정원 축제,인천,강화군,자연생태,2022,화개정원 일원
F0170,삼랑성 역사문화축제,인천,강화군,전통역사,2001,전등사
F0171,주섬주섬 음악회,인천,옹진군,문화예술,2017,덕적면 서포리 해수욕장
F0172,제1회 인천 쌀 문화축제,인천,중구,지역특산물,2026,중구 상상플랫폼
F0173,2026년 인천 농특산물 문화축제,인천,중구,지역특산물,2023,중구 상상플랫폼
F0174,영종국제도시 글로벌 문화축제,인천,중구,문화예술,2022,영종씨사이드파크
F0175,제37회 화도진축제,인천,동구,주민화합,1990,동인천역북광장 및 화도진공원
F0176,제4회 배다리축제,인천,동구,주민화합,2023,배다리 일원
F0177,제23회 미추홀미디어문화축제,인천,미추홀구,문화예술,2004,미정
F0178,제6회 수봉산 페스티벌,인천,미추홀구,문화예술,2021,수봉공원 일원
F0179,2026 새봄맞이 한마음 축제,인천,연수구,주민화합,2024,연수한마음공원 일원
F0180,2026 제7회 송도해변축제,인천,연수구,주민화합,2016,송도달빛공원 일원
F0181,2026 제14회 연수 능허대 문화축제,인천,연수구,전통역사,2004,연수한마음공원 일원
F0182,2026 크리스마스트리 문화축제,인천,연수구,주민화합,2023,연수구청 본청 및 제2청사 광장
F0183,제26회 소래포구축제,인천,남동구,자연생태,2001,소래포구 일원
F0184,2026년 제30회 부평풍물대축제,인천,부평구,문화예술,1997,부평대로 및 신트리공원 등
F0185,제4회 계양아라온 워터축제,인천,계양구,주민화합,2023,계양아라온 북단 일원
F0186,제31회 서곶문화예술제,인천,서구,문화예술,1996,인천서구문화회관 일원
F0187,2026년 정서진 해넘이 행사,인천,서구,자연생태,2011,정서진 아라빛섬 일원
F0188,아트피크닉,광주,,문화예술,2016,중외공원 등 광주광역시 일원
F0189,대인예술시장,광주,동구,문화예술,2008,대인시장
F0190,2026 광주스트릿컬처페스타,광주,동구,문화예술,2023,국립아시아문화전당 일원
F0191,제16회 광주비엔날레,광주,북구,문화예술,1995,비엔날레전시관
F0192,2026 광주프린지페스티벌,광주,남구,문화예술,2016,5·18민주광장 및 금남로 일대
F0193,제33회 광주김치축제,광주,서구,지역특산물,1994,광주광역시청(미정)
F0194,2026년 빛고을 사랑나눔 김장대전,광주,남구,주민화합,2014,광주김치타운 다목적체험관
F0195,2026년 금남로 차 없는 거리 '걷자잉',광주,동구,주민화합,2025,전일빌딩 245 ~ 금남로 공원 일대
F0196,라온페스타,광주,동구,문화예술,2022,"전일빌딩 245 ~ 금남로 공원 일대, 충장로1~5가 일원"
F0197,국가유산 야행,광주,동구,전통역사,2017,5·18민주광장 일원
F0198,제4회 동구 무등산 인문축제,광주,동구,문화예술,2023,무등산증심사지구 일원
F0199,제23회 광주 추억의 충장축제,광주,동구,문화예술,2004,"금남로, 충장로, 518민주광장 등 동구 일원"
F0200,제5회 광주 버스킹 월드컵,광주,동구,문화예술,2022,"5·18민주광장, ACC 등 동구일원"
F0201,제11회 광주서창억새축제,광주,서구,자연생태,2015,영산강 극락교 ~ 서창교 일원
F0202,제4회 양동통맥축제,광주,서구,주민화합,2023,"양동전통시장 일원[((구)6번로, 태평교 등]"
F0203,제43회 고싸움놀이축제,광주,남구,전통역사,1983,고싸움놀이전수교육관 일원
F0204,인문학축제 제15회 굿모닝양림,광주,남구,문화예술,2011,양림동 일원
F0205,제11회 양림&크리스마스문화축제,광주,남구,문화예술,2016,양림동 일원
F0206,제4회 광산뮤직ON페스티벌,광주,광산구,문화예술,2023,황룡친수공원 일원
F0207,제4회 2026 대전 0시 축제,대전,중구,문화예술,2023,중앙로(대전역~옛충남도청) 및 원도심 일원
F0208,제29회 대전사이언스페스티벌,대전,유성구,문화예술,2000,대전컨벤션센터(DCC) 일원
F0209,2026 대전 동구동락 축제,대전,동구,주민화합,2023,소제동 동광장로 및 대동천 일원
F0210,제4회 중앙시장 주말축제 야시장 동구夜놀자,대전,동구,문화예술,2023,중앙시장 화월통 일원
F0211,달빛 야외도서관,대전,동구,문화예술,2024,동구청 잔디광장(동구청로 147)
F0212,대청동 마을화합 벚꽃 축제,대전,동구,주민화합,2026,대청호 벚꽃한터 일원(신상동 282)
F0213,제17회 대전효문화뿌리축제,대전,중구,문화예술,2008,뿌리공원 및 원도심 일원
F0214,제2회 대전 중구 미술축제,대전,중구,문화예술,2025,대흥동 문화예술의거리 일원
F0215,대전 중구 국가유산 야행,대전,중구,전통역사,2026,"원도심 일원(대흥동, 선화동)"
F0216,2026년 중구 북페스티벌,대전,중구,문화예술,2024,"원도심 일원(대흥동, 선화동)"
F0217,2026 대전 서구 아트페스티벌,대전,서구,문화예술,2016,샘머리공원 및 보라매공원 일원
F0218,0시 축제와 함께하는 갑천썸머뮤직페스티벌(가칭),대전,서구,주민화합,2026,갑천생태호수공원
F0219,제16회 갑천누리길 녹색체험여행,대전,서구,자연생태,2011,노루벌적십자생태원(대전 서구 흑석동 산 95-1)
F0220,2026 유성온천문화축제,대전,유성구,문화예술,1989,유성구 유림공원
F0221,2026 유성재즈&맥주 페스타,대전,유성구,문화예술,2022,유성구 유림공원
F0222,2026 유성온천 크리스마스축제,대전,유성구,문화예술,2022,유성구 유림공원
F0223,제17회 유성국화축제,대전,유성구,자연생태,2010,"유림공원, 유성천 일원"
F0224,2026 대덕물빛축제,대전,대덕구,문화예술,2011,대청공원 일원
F0225,2026 대덕거리 페스티벌,대전,대덕구,문화예술,2019,골목상권 3개소(미정)
F0226,2026년 제10회 장동계족산 코스모스축제,대전,대덕구,자연생태,2014,장동만남공원일원
F0227,2026 대전 빵축제,대전,,문화예술,2021,미정
F0228,2026 아티언스 대전,대전,유성구,문화예술,2011,국립중앙과학관
F0229,문화유산 달빛축제,대전,동구,전통역사,2017,우암사적공원 일원
F0230,2026 울산공업축제,울산,남구,주민화합,1967,태화강국가정원 남구둔치 등 울산전역
F0231,2026 제18회 울산대공원 장미축제,울산,남구,자연생태,2006,울산대공원 장미원 및 남문광장 일원
F0232,태화강 억새나들이,울산,북구,자연생태,2023,태화강 명촌 억새군락지
F0233,정원생태문화축제,울산,중구,자연생태,2023,태화강 버드나무광장
F0234,2026 태화강국가정원 봄꽃축제,울산,중구,자연생태,2012,태화강국가정원
F0235,2026 태화강국가정원 가을축제,울산,중구,자연생태,2018,태화강국가정원
F0236,2026 울산미래정원 페스티벌,울산,중구,문화예술,2026,태화강국가정원
F0237,2026 울산청년주간,울산,,문화예술,2021,미정
F0238,울산뮤직페스티벌(舊울산서머페스티벌),울산,남구,문화예술,2003,태화강 남구 둔치
F0239,울산태화강 대숲납량축제,울산,중구,문화예술,2007,태화강 국가정원
F0240,울산아시아퍼시픽뮤직미팅(울산 에이팜),울산,,문화예술,2012,미정
F0241,2026 울산 미식대향연,울산,남구,지역특산물,2010,태화강국가정원 남구 4둔치
F0242,태화강마두희축제,울산,중구,전통역사,2014,성남동 및 태화강변
F0243,태화강국제재즈음악제,울산,중구,문화예술,2013,태화강국가정원 야외공연장
F0244,제20회 성남동 눈꽃축제,울산,중구,주민화합,2006,성남동 원도심 일원
F0245,워터버블페스티벌,울산,중구,주민화합,2014,젊음의거리 일원
F0246,2026 성남동 커피페스티벌,울산,중구,문화예술,2023,중구 성남동 문화의 거리 일원
F0247,울산고래축제,울산,남구,문화예술,1995,장생포고래문화특구 일원
F0248,장생포 한여름 밤의 호러페스티벌,울산,남구,문화예술,2021,고래문화마을 일원
F0249,제5회 장생포 수국 페스티벌,울산,남구,자연생태,2022,고래문화마을 일원
F0250,궁거랑 벚꽃 한마당,울산,남구,문화예술,2009,무거천 일원
F0251,제2회 MOONLIGT FESTIVAL,울산,남구,문화예술,2025,태화강 남구 둔치
F0252,제12회 강변영화제,울산,남구,문화예술,2015,태화강 남구 둔치
F0253,제18회 울산조선해양축제,울산,동구,주민화합,2009,일산해수욕장 일원
F0254,제22회 쇠부리축제,울산,북구,문화예술,2005,"달천철장, 북구청 광장"
F0255,언양 한우불고기 축제,울산,울주군,지역특산물,1999,미정
F0256,울산 배 축제,울산,울주군,지역특산물,1992,울산원예농협 본점 일원
F0257,울주해양레포츠 대축전,울산,울주군,자연생태,2022,진하해수욕장
F0258,간절곶해맞이축제,울산,울주군,문화예술,2000,서생면 간절곶 일원
F0259,울산울주세계산악영화제,울산,울주군,문화예술,2016,상북면 복합웰컴센터 일원
F0260,제26회 울산옹기축제,울산,울주군,전통역사,2001,외고산 옹기마을 일원
F0261,2026년 세종전의 조경수 묘목축제,세종,세종,지역특산물,2006,전의면 묘목플랫폼 일원
F0262,2026년 조치원 봄꽃축제,세종,세종,주민화합,2019,조치원읍 일원
F0263,한글 책 사랑 축제(가칭),세종,세종,문화예술,2026,세종중앙공원
F0264,제24회 세종 조치원복숭아 축제,세종,세종,지역특산물,2003,세종시민운동장 일원(조치원읍)
F0265,2026 세종한글축제,세종,세종,문화예술,2013,세좋호수공원 일원
F0266,2026 세종보헤미안뮤직페스티벌,세종,세종,문화예술,2022,세종중앙공원 도시축제마당
F0267,장군산 구절초 꽃 축제,세종,세종,자연생태,1999,영평사 일원
F0268,2026 수원연극축제,경기,수원시,문화예술,1996,경기상상캠퍼스
F0269,2026 수원 국가유산 야행,경기,수원시,전통역사,2017,"화홍문, 방화수류정 일원"
F0270,2026 수원재즈페스티벌,경기,수원시,문화예술,2014,광교호수공원 일원
F0271,제63회 수원화성문화제,경기,수원시,전통역사,1964,수원화성 일원
F0272,2026 수원화성 미디어아트,경기,수원시,문화예술,2021,수원화성 일원
F0273,2026 만석거 새빛축제,경기,수원시,문화예술,2024,만석거 일원
F0274,제26회 용인사이버과학축제,경기,용인시,주민화합,2001,용인미르스타디움
F0275,제2회 김량장 페스티벌,경기,용인시,주민화합,2025,용인중앙시장 일원
F0276,대한민국 조아용 캐릭터 축제,경기,용인시,주민화합,1996,미르스타디움(예정)
F0277,제22회 포은문화제,경기,용인시,전통역사,2003,모현읍 포은 정몽주선생 묘역
F0278,제11회 백암 백중문화제,경기,용인시,주민화합,2011,백암면 행정복지센터 일원
F0279,도농어울림행사,경기,용인시,주민화합,2014,용인농촌테마파크
F0280,2026 행주가 예술이야,경기,고양시,문화예술,2021,행주산성
F0281,제16회 화성 뱃놀이 축제,경기,화성시,문화예술,2008,전곡항 일원
F0282,2026 성남페스티벌,경기,성남시,문화예술,2023,성남일원
F0283,제12회 복정 어울림 빛 축제,경기,성남시,주민화합,2012,복정동 분수광장
F0284,제29회 부천국제만화축제,경기,부천시,문화예술,1998,한국만화박물관 일원
F0285,제10회 경기국제코스프레페스티벌,경기,부천시,문화예술,2017,한국만화박물관 일원
F0286,제30회 부천국제판타스틱영화제,경기,부천시,문화예술,1997,부천아트센터 등 부천시 권역
F0287,제28회 국제애니메이션페스티벌,경기,부천시,문화예술,1999,한국만화박물관 등
F0288,2026년 부천페스타(B-festa)-봄꽃여행,경기,부천시,문화예술,2025,부천종합운동장
F0289,제41회 부천복사골예술제,경기,부천시,문화예술,1985,시청 잔디광장 등 6개소
F0290,(영화제 연계) 위조이 치맥 축제,경기,부천시,주민화합,2024,시청 잔디광장
F0291,제5회 부천건축문화제,경기,부천시,문화예술,2022,한국만화박물관(예정)
F0292,제26회 부천 원미산 진달래축제,경기,부천시,자연생태,2001,원미산 진달래동산
F0293,제28회 도당산 벚꽃축제,경기,부천시,자연생태,1999,도당산 일원
F0294,제40회 다산정약용문화제,경기,남양주시,전통역사,1986,정약용유적지 및 다산생태공원
F0295,제21회 광릉숲축제,경기,남양주시,자연생태,2005,광릉숲
F0296,빛의 속삭임과 함께하는 물맑음수목원 반딧불이 체험,경기,남양주시,자연생태,2025,물맑음수목원 일원
F0297,제22회 안산국제거리극축제,경기,안산시,문화예술,2005,안산문화광장
F0298,제29회 성호문화제,경기,안산시,문화예술,1996,성호공원 및 이익선생묘 일원
F0299,제40회 별망성예술제,경기,안산시,문화예술,1987,안산선부광장
F0300,제7회 김홍도축제,경기,안산시,전통역사,2018,화랑유원지
F0301,2026년 안산 대부포도축제,경기,안산시,지역특산물,1995,대부바다향기테마파크
F0302,제4회 음식문화제,경기,안산시,문화예술,2019,화랑유원지 일원
F0303,2026 안산사이언스밸리(ASV)과학축제,경기,안산시,문화예술,2012,한양대학교ERICA 민주광장 일대
F0304,2026 안양충훈벚꽃축제,경기,안양시,자연생태,2003,충훈벚꽃길 일대(충훈2교 및 석수로)
F0305,제35회 안양예술제,경기,안양시,문화예술,1992,평촌중앙공원
F0306,2026 안양건축문화제,경기,안양시,문화예술,2018,김중업건축박물관
F0307,제23회 안양스마T움축제,경기,안양시,주민화합,2002,안양체육관 일원
F0308,안양 음식문화축제,경기,안양시,문화예술,2013,평촌중앙공원 다목적 운동장
F0309,2026 안양춤축제,경기,안양시,문화예술,2000,"평촌중앙공원, 삼덕공원"
F0310,안양1번가 넘버원 페스티벌,경기,안양시,주민화합,2023,안양1번가 일원
F0311,제33회 물왕예술제,경기,시흥시,문화예술,1992,"목감 산현공원, 배곧 생명공원"
F0312,거북섬 써머비트 페스티벌,경기,시흥시,문화예술,2025,거북섬 일원
F0313,제21회 시흥갯골축제,경기,시흥시,자연생태,2005,시흥갯골생태공원
F0314,연성문화제,경기,시흥시,전통역사,1989,연꽃테마파크
F0315,제18회 평생학습축제,경기,시흥시,주민화합,2006,ABC행복학습타운
F0316,파주출판도시 어린이 책잔치,경기,파주시,문화예술,2003,파주출판도시 일원
F0317,2026 파주포크페스티벌,경기,파주시,문화예술,2011,임진각 평화누리공원 일원
F0318,DMA국제다큐멘터리영화제,경기,파주시,문화예술,2009,임진각 평화누리 공연장
F0319,제8회 운정호수공원 불꽃축제,경기,파주시,문화예술,2017,운정호수공원 일대
F0320,2026 헤이리 판 페스티벌,경기,파주시,문화예술,2006,헤이리 예술마을
F0321,파주 페어 북앤컬처,경기,파주시,문화예술,2024,파주출판도시 일원
F0322,제36회 율곡문화제,경기,파주시,전통역사,1987,자운서원
F0323,제18회 문산거리축제,경기,파주시,주민화합,2005,문산천 노을길
F0324,금촌거리문화 축제,경기,파주시,문화예술,2004,금촌통일시장
F0325,제21회 파주개성인삼축제,경기,파주시,지역특산물,2005,임진각광장
F0326,제30회 파주장단콩축제,경기,파주시,지역특산물,1997,임진각광장
F0327,법원읍 달달한 희망 빛 축제,경기,파주시,주민화합,,법원읍 대능리 225
F0328,김포 벚꽃축제,경기,김포시,문화예술,2025,김포 계양천(김포본동-사우동 구간) 일원
F0329,김포 아라마린페스티벌,경기,김포시,문화예술,2016,김포 아라마리나 일원
F0330,제25회 의정부음악극축제,경기,의정부시,문화예술,2002,시청앞 광장
F0331,제8회 BMF,경기,의정부시,문화예술,2018,시청앞 광장
F0332,제41회 회룡문화제,경기,의정부시,문화예술,1987,의정부시 일원(미정)
F0333,제4회 문화도시 정책페스타,경기,의정부시,문화예술,2023,의정무예술의전당(예정)
F0334,제4회 가능야식해,경기,의정부시,주민화합,2023,가능역 일원
F0335,제5회 민락맥주축제,경기,의정부시,주민화합,2022,민락2지구 로데오광장 일원
F0336,제19회 의정부부대찌개축제,경기,의정부시,지역특산물,2008,의정부 부대찌개거리 일원
F0337,제31회 광주시 남한산성문화제,경기,광주시,전통역사,1996,남한산성도립공원 일원
F0338,제29회 광주왕실도자페스티벌,경기,광주시,전통역사,1997,곤지암도자공원 일원
F0339,제24회 퇴촌토마토거리축제,경기,광주시,지역특산물,2003,퇴촌면 광동로 일원
F0340,2026 하남이성산성문화제,경기,하남시,전통역사,1989,하남이성산성 일원
F0341,제9회 양주 회암사지 왕실축제,경기,양주시,전통역사,2017,회암사지
F0342,양주국가유산 야행,경기,양주시,전통역사,2020,양주 관아지 일원
F0343,제8회 양주 천만송이 천일홍 축제,경기,양주시,자연생태,2017,양주나리농원 및 고읍시가지 일원
