festival_code,festival_name,sido,sigungu,festival_type,first_year,venue
F0849,제29회 전라병영성축제,전남,강진군,전통역사,1998,전라병영성 일원
F0850,제4회 강진 수국길 축제,전남,강진군,자연생태,2023,보은산 일원
F0851,제4회 강진 하맥축제,전남,강진군,주민화합,2023,강진종합운동장 일원
F0852,제1회 강진 월출산 차(茶) & 정원 페스티벌(가칭),전남,강진군,자연생태,2026,월출산 일원
F0853,제11회 강진만춤추는갈대축제,전남,강진군,자연생태,2015,강진만생태공원 일원
F0854,제16회고흥우주항공축제,전남,고흥군,주민화합,2004,나로우주과학관 일원
F0855,제 24회 녹동 바다불꽃축제,전남,고흥군,주민화합,2000,녹동 구항
F0856,제5회 고흥유자축제,전남,고흥군,지역특산물,2019,풍양면 유자축제장 일원
F0857,제16회 곡성세계장미축제,전남,곡성군,문화예술,1998,곡성섬진강기차마을
F0858,제26회 곡성심청어린이대축제,전남,곡성군,문화예술,2021,곡성섬진강기차마을
F0859,제25회 광양매화축제,전남,광양시,자연생태,1997,다압면 매화마을 일원
F0860,제9회 광양천년동백축제,전남,광양시,자연생태,2023,옥룡사지 동백숲 일원
F0861,제18회 백운산국사봉철쭉축제,전남,광양시,자연생태,2005,옥구슬건강문화센터 광장 및 국사봉 일원
F0862,제25회 광양전어축제,전남,광양시,지역특산물,1998,진월면 망덕포구 일원
F0863,제22회 광양전통숯불구이축제,전남,광양시,지역특산물,1999,광양읍 서천변 일원
F0864,제6회 광양 K-POP 페스티벌,전남,광양시,문화예술,2019,관내 일원(장소 미정)
F0865,제27회 구례산수유꽃축제,전남,구례군,자연생태,1999,산동면 일원
F0866,2026 구례300리 벚꽃축제,전남,구례군,자연생태,2004,"구례읍, 문척면 일원"
F0867,제82회 지리산남악제 및 제45회 군민의 날 행사,전남,구례군,전통역사,1945,구례군 일원
F0868,2026 구례동편소리축제,전남,구례군,문화예술,2008,서시천체육공원 일원
F0869,화엄음악제,전남,구례군,문화예술,2005,화엄사 일원
F0870,제50회 지리산피아골 단풍축제,전남,구례군,자연생태,1977,토지면 일원
F0871,천년나주목읍성문화축제,전남,나주시,문화예술,2019,금성관 및 나주향교 일원
F0872,영산포 홍어축제,전남,나주시,지역특산물,2005,영산포 둔치 체육공원 일원
F0873,빛가람 빛 정원 페스타,전남,나주시,문화예술,2024,나주 빛가람 호수공원 일원
F0874,2026 설맞이 연날리기 축제,전남,나주시,전통역사,2026,나주 영산강정원 일원
F0875,2026 나주영산강 축제,전남,나주시,문화예술,2023,영산강 정원 일원
F0876,제31회 남도음식문화큰잔치,전남,나주시,전통역사,1994,나주 영산강정원 일원
F0877,제25회 담양대나무축제,전남,담양군,자연생태,1999,죽녹원 일원
F0878,대전면 지역 축제(명칭미정),전남,담양군,주민화합,2024,대전면 일원
F0879,월산면 지역 축제(명칭미정),전남,담양군,주민화합,2024,월산면 일원
F0880,제12회 창평전통음식축제,전남,담양군,문화예술,2024,창흥학당 일원
F0881,제8회 담양산타축제,전남,담양군,문화예술,2017,"메타랜드, 중앙로 일원"
F0882,2026 유달산봄소풍,전남,목포시,자연생태,1996,유달산 일원
F0883,2026 목포항구축제,전남,목포시,문화예술,2006,목포항일원
F0884,무안겨울숭어축제,전남,무안군,지역특산물,2023,양간다리 수산시장 일원
F0885,해제 유채꽃축제,전남,무안군,자연생태,2023,해제면 도리포 해변 및 유채꽃 경관단지 일원
F0886,운남 돈세고놀자축제,전남,무안군,지역특산물,2025,운남농협자재센터 일원
F0887,무안연꽃축제,전남,무안군,자연생태,1997,회산백련지 일원
F0888,황토갯벌축제,전남,무안군,자연생태,2013,무안황토갯벌랜드 일원
F0889,무안낙지축제,전남,무안군,지역특산물,2023,무안읍 중앙로 및 뻘낙지거리 일원
F0890,무안YD 페스티벌,전남,무안군,문화예술,2019,남악중앙공원 일원
F0891,제49회 보성다향대축제,전남,보성군,지역특산물,1975,한국차문화공원 일원
F0892,제13회 보성벚꽃축제,전남,보성군,자연생태,2006,대원사 일원
F0893,제28회 서편제보성소리축제,전남,보성군,문화예술,1998,보성문화예술회관
F0894,제18회 감쪽같은 보성전어축제,전남,보성군,지역특산물,2004,회천 율포솔밭해수욕장 일원
F0895,제2회 보성열선루 이순신 역사문화축제,전남,보성군,전통역사,2025,보성읍 열선루공원 일원
F0896,제22회 벌교꼬막축제,전남,보성군,지역특산물,2001,벌교읍 일원
F0897,글로벌 콘텐츠 페스티벌 in 순천,전남,순천시,문화예술,2024,오천그린광장 일원
F0898,원도심 콘텐츠 축제 '원츠(Wants) 순천',전남,순천시,문화예술,2025,남문터광장 일원
F0899,도심 해방로드 주말의광장,전남,순천시,문화예술,2025,미정
F0900,제43회 팔마문화제,전남,순천시,문화예술,1968,"남문터광장, 문화의거리 일원"
F0901,2026년 동천 야광 축제,전남,순천시,문화예술,2025,동천 일원
F0902,2026 제10회 순천 푸드앤아트페스티벌,전남,순천시,문화예술,2016,중앙로 일원
F0903,2026 순천국가유산야행,전남,순천시,전통역사,2022,원도심 유산 일원
F0904,제31회 순천 낙안읍성 민속문화축제,전남,순천시,전통역사,1994,순천 낙안읍성 일원
F0905,제27회 순천만 갈대축제,전남,순천시,자연생태,1997,순천만습지 일원
F0906,2026 섬 흑산홍어축제,전남,신안군,지역특산물,2015,예리 물항장
F0907,섬 샤스타데이지 축제,전남,신안군,자연생태,2025,장산면 화이트정원 일원
F0908,2026 섬 수선화축제,전남,신안군,자연생태,2019,지도읍 선도리 수선화정원
F0909,2026 섬크로코스미아꽃축제,전남,신안군,자연생태,2021,1004섬 분재정원
F0910,2026 섬겨울꽃축제,전남,신안군,자연생태,2012,1005섬 분재정원
F0911,2026 섬 홍매화축제,전남,신안군,자연생태,2025,튤립홍매화정원
F0912,2026 섬 튤립축제,전남,신안군,자연생태,2025,튤립홍매화정원
F0913,2026 섬 맨드라미축제,전남,신안군,자연생태,2020,병풍도 맨드라미정원
F0914,신안 비금도 샴막예술축제,전남,신안군,문화예술,2024,비금면
F0915,피아노섬 축제,전남,신안군,문화예술,2023,자은면
F0916,2026년 보물섬 함초축제,전남,신안군,자연생태,2025,증도 태평염전 일원
F0917,섬 낙지축제,전남,신안군,지역특산물,2016,송공항(전남 신안군 압해읍 송공리 873)
F0918,섬 병어축제,전남,신안군,지역특산물,2016,젓갈타운(전남 신안군 지도읍 읍내리 350-8)
F0919,섬 민어축제,전남,신안군,지역특산물,2009,대광해수욕장(전남 신안군 임자면 대기리 2523-6)
F0920,섬 왕새우축제,전남,신안군,지역특산물,2011,장목마을 일원(전남 신안군 팔금면 원산리 112-1)
F0921,섬 새우젓축제,전남,신안군,지역특산물,2013,젓갈타운(전남 신안군 지도읍 읍내리 350-8)
F0922,제34회 여수영취산진달래축제,전남,여수시,자연생태,1993,흥국사 산림공원 및 영취산 일원
F0923,제60회 여수거북선축제,전남,여수시,전통역사,1967,이순신광장 및 중앙동 일원
F0924,제24회 거문도백도은빛바다체험행사,전남,여수시,자연생태,2001,삼산면 거문도 일원
F0925,제17회 여수여자만갯벌노을체험행사,전남,여수시,자연생태,2009,소라면 장척마을 일원
F0926,2026 여수 섬 음식 축제 (여수섬슐랭페스타 명칭 변경),전남,여수시,문화예술,2025,여수세계박람회장 엑스포디지털갤러리(EDG)
F0927,2026 여수동동북축제,전남,여수시,주민화합,2018,용기공원 및 선소 일원
F0928,제31회 여수향일암일출제,전남,여수시,주민화합,1996,돌산읍 임포마을(향일암 일원)
F0929,2027년 새해 분산일출(일몰)제,전남,여수시,주민화합,,관내 일출(일몰) 명소-20개소
F0930,2026 청년거리문화한마당,전남,여수시,주민화합,2018,관내 일원(4개소-미정)
F0931,제12회 영광찰보리축제,전남,영광군,자연생태,2011,군남면 지내들 돌탑공원
F0932,2026 영광법성포단오제,전남,영광군,전통역사,,단오제전수교육관 일원
F0933,제26회 영광불갑산상사화축제,전남,영광군,자연생태,2001,불갑산관광지 일원
F0934,2026 영암왕인문화축제,전남,영암군,문화예술,1997,영암왕인박사 유적지 일원
F0935,월출산 국화축제,전남,영암군,자연생태,2009,월출산기찬랜드
F0936,마한문화축제,전남,영암군,전통역사,2015,마한 문화 역사공원
F0937,영암무화과축제,전남,영암군,지역특산물,1997,삼호읍 일원
F0938,2026 청산도 슬로걷기축제,전남,완도군,자연생태,2009,청산면 일원
F0939,2026 청정완도 가을 섬 여행,전남,완도군,자연생태,2015,완도 해변공원 및 완도 해양치유센터 일원
F0940,제25회 장성 황룡깅 길동무 꽃길 축제,전남,장성군,자연생태,1999,장성읍 황룡강 일원
F0941,2026 장성 황룡강 가을꽃 축제,전남,장성군,자연생태,2015,장성읍 황룡강 일원
F0942,제19회 정남진 장흥 물축제,전남,장흥군,자연생태,2008,장흥군 장흥읍 탐진강 및 편백숲 우드랜드 일원
F0943,2026년 장흥회령포이순신축제,전남,장흥군,전통역사,2017,회진항 물양장 및 회령진성
F0944,제23회 정남진 장흥 키조개축제,전남,장흥군,지역특산물,2004,장흥군 안양면 수문항 일원
F0945,제15회 장평 명품호도축제,전남,장흥군,지역특산물,2011,장평체육공원 및 다목적회관(명품호도 전시관)
F0946,제46회 진도신비의바닷길축제,전남,진도군,자연생태,1978,고군면 신비의바닷길 74
F0947,2026보배섬유채꽃축제,전남,진도군,자연생태,2024,조도면 관매도리 일원
F0948,제10회 진도꽃게축제,전남,진도군,지역특산물,2010,임회면 서망리 일원
F0949,2026대한민국진도개페스티벌,전남,진도군,지역특산물,2012,진도읍 진도개테마파크 일원
F0950,2026 진도 꽃양귀비(금영화)축제,전남,진도군,자연생태,2025,진도읍 수유리(백조호수공원)
F0951,2026 진도운림수국축제,전남,진도군,자연생태,2025,의신면 사천리(운림산림욕장)
F0952,2026 진도 꽃무릇축제,전남,진도군,자연생태,2025,의신면 사천리(운림산림욕장)
F0953,2026 진도국제무형문화축전,전남,진도군,문화예술,2012,진도읍 향토문화회관일원
F0954,2026 보배섬 국화축제,전남,진도군,자연생태,2024,진도읍 진도개테마파크 일원
F0955,제28회 함평나비대축제,전남,함평군,자연생태,1999,함평엑스포공원 일원
F0956,2026 함평 물놀이 페스타,전남,함평군,문화예술,2025,함평엑스포공원 물놀이장 일원
F0957,제27회 함평모악산 꽃무릇축제,전남,함평군,자연생태,2000,함평 해보면 용천사 꽃무릇공원 일원
F0958,2026 대한민국 국향대전,전남,함평군,자연생태,2004,함평엑스포공원 일원
F0959,2026 함평 겨울빛축제,전남,함평군,문화예술,2024,함평엑스포공원 일원
F0960,달마고도 힐링축제,전남,해남군,자연생태,2018,송지면 달마고도 일원
F0961,흑석산 소풍힐링축제,전남,해남군,자연생태,2021,계곡면 가학리 1 일원
F0962,두륜산 왕벚꽃나무 막걸리축제,전남,해남군,지역특산물,2025,삼산면 대흥사 일원
F0963,해남 공룡대축제,전남,해남군,문화예술,2023,황산면 공룡박물관 일원
F0964,옥천 무궁화축제,전남,해남군,전통역사,2018,옥천면 무궁화주차장 일원
F0965,명량대첩축제,전남,해남군,전통역사,2008,울돌목 일원
F0966,해남 캠핑관광박람회,전남,해남군,문화예술,2022,오시아노 관광단지 일원
F0967,해남 미남축제,전남,해남군,지역특산물,2019,삼산면 두륜산도립공원 일원
F0968,땅끝해남 해넘이해맞이 축제,전남,해남군,자연생태,1995,송지면 땅끝 관광지 일원
F0969,2026 화순 봄꽃 축제,전남,화순군,자연생태,2025,남산공원 및 꽃강길 일원
F0970,2026 화순 고인돌 가을꽃 축제,전남,화순군,전통역사,2023,고인돌 유적지 일원
F0971,제18회 화학산 철쭉제,전남,화순군,자연생태,2008,화학산
F0972,제29회 백아산 철쭉제,전남,화순군,자연생태,1999,백아산
F0973,제27회 화순운주문화축제,전남,화순군,주민화합,1996,운주사
F0974,제39회 화순적벽문화축제,전남,화순군,주민화합,1975,이서커뮤니티센터
F0975,2026 남산공원 로컬힙 프로젝트,전남,화순군,주민화합,2025,남산공원
F0976,제1회 동복 숲정이 봄꽃 축제,전남,화순군,자연생태,2026,연둔리 숲정이
F0977,2026 미리미리 크리스마스,전남,화순군,주민화합,2024,남산공원
F0978,포항캠핑페스타,경북,포항시,문화예술,2022,영일대해수욕장 일원
F0979,포항철길숲야행축제,경북,포항시,문화예술,2022,포항철길숲 일원
F0980,포항 SUMMER 워터퐝 페스티벌,경북,포항시,주민화합,2025,영일대 해상누각 광장
F0981,송도비치 레트로 페스티벌,경북,포항시,주민화합,2023,송도해수욕장 일원
F0982,포항국제불빛축제,경북,포항시,문화예술,2004,영일대해수욕장 일원
F0983,포항 낙화의 밤,경북,포항시,문화예술,2026,포항시 일원
F0984,포항해병대문화축제,경북,포항시,주민화합,2017,오천읍 일원
F0985,호미곶한민족해맞이축전,경북,포항시,문화예술,1999,호미곶해맞이광장
F0986,2026 포항 수제맥주페스티벌,경북,포항시,주민화합,2024,미정
F0987,2026년 영일만친구 야시장,경북,포항시,주민화합,2019,포항 중앙상가 일원
F0988,호미반도 유채꽃 개장식,경북,포항시,자연생태,2019,호미곶 해맞이광장 행사장
F0989,맛으로 보는 경관 푸드 페스티벌,경북,포항시,지역특산물,2025,호미곶 해맞이광장 행사장
F0990,포은문화축제,경북,포항시,주민화합,2011,오천읍 냉천수변공원
F0991,부조장터 문화축제,경북,포항시,문화예술,2008,신부조장터공원
F0992,연오랑세오녀 축제,경북,포항시,주민화합,2010,"연오랑세오녀테마파크, 동해면민운동장"
F0993,포항칠포재즈페스티벌,경북,포항시,문화예술,2007,칠포해수욕장 상설공연장
F0994,2026 포항 벤토나이트 축제,경북,포항시,지역특산물,2018,영일대 해수욕장 해상누각 앞 일원
F0995,포항 구룡포 대게 축제,경북,포항시,지역특산물,2019,구룡포아라광장
F0996,포항 호미곶 돌문어 축제,경북,포항시,지역특산물,2012,호미곶새천년광장
F0997,포항 영일만 검은돌장어 축제,경북,포항시,지역특산물,2014,동해면 도구해수욕장 또는 영일대특설행사장
F0998,포항 구룡포 과메기 축제,경북,포항시,지역특산물,1998,구룡포아라광장
F0999,2026 포항독서대전,경북,포항시,문화예술,2025,포항시립포은중앙도서관
F1000,제14회 포항맛앤락페스티벌,경북,포항시,문화예술,2013,영일대 해상누각 일원
F1001,호미반도 국수 맛 기행,경북,포항시,문화예술,2026,구룡포 아라광장 일원
F1002,치맥 페스티벌,경북,포항시,주민화합,2025,미정
F1003,2026 경주대릉원돌담길,경북,경주시,자연생태,2017,경주 대릉원돌담길
F1004,윈터포차라이트,경북,경주시,주민화합,2024,경주문화관 1918 앞 광장
F1005,2026 김천김밥축제,경북,김천시,문화예술,2024,"사명대사공원, 직지문화공원 일원"
F1006,2026 연화지 벚꽃 축제,경북,김천시,자연생태,2025,연화지 일원
F1007,2026 김천 전국 그래피티 페스타,경북,김천시,문화예술,2026,감천 백사장 맨발걷기길
F1008,제 15회 농촌체험페스티벌,경북,김천시,지역특산물,2010,농업기술센터
F1009,2026 김천포도축제,경북,김천시,지역특산물,1998,김천종합스포츠 타운
F1010,한여름밤의 김천 페스타,경북,김천시,문화예술,2026,율곡동 일원
F1011,2026년 안동벚꽃축제,경북,안동시,자연생태,2008,축제장길 200 일원
F1012,2026년 차전장군노국공주축제,경북,안동시,전통역사,1968,경동로 684 일원
F1013,2026년 안동수(水)페스타,경북,안동시,주민화합,2024,정하동 635 일원
F1014,2026년 안동국제탈춤페스티벌,경북,안동시,전통역사,1997,축제장길 200 일원
F1015,2026년 안동암산얼음축제,경북,안동시,자연생태,2009,암산 안전체험 유원지 일원
F1016,2026 안동국가유산 야행사업(월영야행),경북,안동시,전통역사,2017,월영교 일원
F1017,2026 하회선유줄불놀이,경북,안동시,전통역사,1997,하회마을 일원
F1018,구미국제조각페스티벌,경북,구미시,문화예술,2026,다온숲 일원
F1019,금오예술제,경북,구미시,문화예술,2014,금오산 분수광장
F1020,2026년 구미 일선정품 한마당 대잔치,경북,구미시,지역특산물,2025,선산 복개천 일원(예정)
F1021,2026 구미라면축제,경북,구미시,문화예술,2022,구미역 일원
F1022,2027 구미시 새희망 카운트다운,경북,구미시,주민화합,2003,동락공원 일원
F1023,2026 구미푸드&테크페스티벌,경북,구미시,문화예술,2022,송정맛길 일원
F1024,반려동물문화축제,경북,구미시,문화예술,2018,동락공원
F1025,2026년 구미 달달한 낭만 야시장,경북,구미시,주민화합,2024,"새마을중앙시장, 인동시장"
F1026,고향시장행복어울림마당(새마을중앙시장),경북,구미시,문화예술,2025,새마을중앙시장
F1027,고향시장행복어울림마당(형곡중앙시장),경북,구미시,문화예술,2026,형곡중앙시장
F1028,고향시장행복어울림마당(선산봉황시장),경북,구미시,문화예술,2025,선산봉황시장
F1029,고향시장행복어울림마당(인동시장),경북,구미시,문화예술,2025,인동시장
F1030,문화로 상권활성화 축제,경북,구미시,문화예술,2026,문화로 자율상권구역 일원
F1031,영주 한국선비문화축제,경북,영주시,문화예술,2008,"선비촌 일원(선비세상, 소수서원 등)"
F1032,영주 소백산철쭉제,경북,영주시,자연생태,1983,소백산 일원
F1033,영주 시원(ONE)페스타,경북,영주시,주민화합,2023,문정둔치 일원
F1034,영주 무섬외나무다리축제,경북,영주시,전통역사,2005,무섬마을 일원
F1035,경북영주 풍기인삼축제,경북,영주시,지역특산물,1998,풍기읍 남원천 및 인삼문화팝업공원 일원
F1036,영주장날 농특산물대축제,경북,영주시,지역특산물,2023,미정
F1037,제24회 영천한약축제,경북,영천시,지역특산물,2003,영천한의마을(예정)
F1038,2026년 영천별빛한우 구이축제,경북,영천시,지역특산물,2020,영천강변공원 일원
F1039,제14회 영천와인페스타,경북,영천시,지역특산물,2013,영천강변공원
F1040,제23회 영천보현산별빛축제,경북,영천시,지역특산물,2002,영천보현산천문과학관 일원
F1041,제6회 중악 팔공산 은빛문화제,경북,영천시,주민화합,2021,은해사
F1042,제52회 영천문화예술제,경북,영천시,문화예술,1974,영천강변공원 일원
F1043,신성일기념관 영화제,경북,영천시,문화예술,2026,신성일기념관 광장
F1044,2026 상주곶감축제,경북,상주시,지역특산물,2006,태평성대 경상감영공원
F1045,2026 벚꽃에 물든 상상주도 비박 페스티벌,경북,상주시,주민화합,2023,북천시민공원 일원
F1046,2026 상주 슬로라이프 페스티벌,경북,상주시,주민화합,2023,함창명주테마파크 일원
F1047,2026 낙동강 수상레저 페스타,경북,상주시,주민화합,2023,상주보수상레저센터 및 경천섬 일원
F1048,2026 상주세계 모자페스티벌,경북,상주시,주민화합,2023,태평성대 경상감영공원
F1049,만화웹툰페스티벌(전국 중고등 웹툰왕전),경북,상주시,문화예술,2024,"상주시립도서관, 시민문화공원"
F1050,제28회 문경찻사발축제,경북,문경시,문화예술,1999,문경새재오픈세트장 일원
F1051,제22회 문경오미자축제,경북,문경시,지역특산물,2005,문경시 동로면 일대
F1052,제15회 문경약돌한우축제,경북,문경시,지역특산물,2010,문경새재 일원
F1053,제21회 문경사과축제,경북,문경시,지역특산물,2006,문경새재 일원
F1054,2026 문경 좀비워터나이트,경북,문경시,문화예술,2019,문경 에코월드 일원
F1055,제2회 점촌점빵길 빵 축제,경북,문경시,지역특산물,2025,점촌점빵길 일원
F1056,2026년 제48회 경산자인단오제,경북,경산시,전통역사,1970,자인면 계정숲 일원
F1057,2026년 제25회 경산갓바위소원성취축제,경북,경산시,전통역사,1998,경산 갓바위 공영 주차장 일원
F1058,제3회 경산반려문화축제,경북,경산시,문화예술,2023,남천강변 일원
F1059,제16회 경산대추축제,경북,경산시,지역특산물,2012,경산생활체육공원 온마루 광장
F1060,제19회 산수유마을꽃맞이행사,경북,의성군,자연생태,2007,의성군 사곡면 화전리 일원
F1061,제4회 남대천벚꽃축제,경북,의성군,자연생태,2021,의성군 의성읍 남대천 일원
F1062,제9회 의성슈퍼푸드마늘축제,경북,의성군,지역특산물,2018,의성군 의성읍 남대천 일원
F1063,제20회 청송사과축제,경북,청송군,지역특산물,2004,청송군 청송읍 용전천 현비암 일원
F1064,청송백자 축제,경북,청송군,문화예술,2023,도예촌 일원(청송군 주왕산면 주왕산로 494)
F1065,제3회 영양꽁꽁겨울축제,경북,영양군,주민화합,2024,영양읍 현리 빙상장 일원
F1066,제21회 영양 산나물축제,경북,영양군,지역특산물,2005,영양 군청 및 읍 시가지 일원
F1067,제3회 선바위퐁당퐁당물놀이축제,경북,영양군,주민화합,2023,입암 선바위 관광지 일원
F1068,2026년 별빛반딧불이체험축제,경북,영양군,자연생태,2019,밤하늘보호공원 일원
F1069,제18회 영양고추 H.O.T Festival,경북,영양군,지역특산물,2007,서울광장
F1070,제29회 영덕대게축제,경북,영덕군,지역특산물,1998,강구 해파랑공원
F1071,제20회 영덕물가자미축제,경북,영덕군,지역특산물,2007,영덕군 축산면 축산항
F1072,영덕황금은어축제,경북,영덕군,지역특산물,1999,영덕읍 오십천
F1073,청도유천문화거리축제,경북,청도군,문화예술,2026,유천문화마을
F1074,청도반시축제,경북,청도군,문화예술,2007,청도야외공연장 일원
F1075,청도세계코미디아트페스티벌,경북,청도군,문화예술,2015,청도야외공연장 일원
F1076,고령 대가야축제,경북,고령군,전통역사,2005,고령 지산동 고분군 및 대가야박물관 일원
F1077,2026 성주참외&생명문화축제,경북,성주군,지역특산물,2004,성주 성밖숲 일원
F1078,2026 성주가야산 황금들녘 메뚜기 축제,경북,성주군,자연생태,2014,성주 수성리 어울림 마당 일원
F1079,제3회 칠곡 꿀맥 페스티벌,경북,칠곡군,지역특산물,2024,칠곡평화분수
F1080,왜관 홀리 페스티벌,경북,칠곡군,문화예술,2025,왜관수도원 일원
F1081,2026 향사국악제 및 가야금 병창전국대회,경북,칠곡군,문화예술,2014,향사아트센터
F1082,제4회 칠곡트랜스미디어 축제,경북,칠곡군,문화예술,2023,미정
F1083,제13회 칠곡낙동강평화축제,경북,칠곡군,전통역사,2013,칠곡보 생태공원
F1084,제17회 낙동강지구 전투 전승행사,경북,칠곡군,전통역사,2009,칠곡보 오토캠핑장
F1085,205 칠곡 문화거리 페스타,경북,칠곡군,문화예술,2025,왜관읍 중앙로 일대
F1086,2026 럭키칠곡 크리스마스 마켓,경북,칠곡군,문화예술,2025,왜관역 광장
F1087,회룡포 봄꽃축제,경북,예천군,자연생태,2023,회룡포 일원
F1088,예천치맥페스티벌,경북,예천군,주민화합,2026,경북도청 신도시 일원
F1089,용궁순대축제,경북,예천군,지역특산물,2012,용궁면 전통시장 일원
F1090,금당야행,경북,예천군,주민화합,2019,금당실마을 일원
F1091,삼강나루주막축제,경북,예천군,문화예술,2018,삼강문화단지 일원
F1092,활축제,경북,예천군,문화예술,2014,한천체육공원 일원
F1093,농산물축제,경북,예천군,지역특산물,1998,한천체육공원 일원
F1094,어린이날 행사,경북,예천군,주민화합,2007,곤충생태원 일원
F1095,여름방학 곤충페스티벌,경북,예천군,자연생태,2007,곤충생태원 일원
F1096,제28회 봉화은어축제,경북,봉화군,자연생태,1999,내성천 일원
F1097,제30회 봉화송이축제,경북,봉화군,지역특산물,1997,내성천 일원
F1098,2026-2027 한겨울 분천산타마을,경북,봉화군,문화예술,2014,분천산타마을
F1099,2026 울진대게와 붉은대게축제,경북,울진군,지역특산물,2000,후포항 일원
F1100,2026 죽변항 수산물축제,경북,울진군,지역특산물,2019,죽변항 일원
F1101,울릉 스노우 컬처 페스티벌,경북,울릉군,자연생태,2023,울릉군 일원
F1102,제23회 울릉도오징어축제,경북,울릉군,지역특산물,2001,울릉군 일원
F1103,문화다양성축제 MAMF(맘프) 2026,경남,창원시,문화예술,2005,"용지문화공원, 중앙대로 일원"
F1104,제8회 무점마을 코스모스축제,경남,창원시,주민화합,2019,동판저수지 코스모스길
F1105,천주산진달래축제,경남,창원시,자연생태,2011,천주산 일원
F1106,2026 창원 k-pop 월드페스티벌,경남,창원시,문화예술,2011,창원광장(미정)
F1107,제64회 진해군항제,경남,창원시,자연생태,1963,진해구 일원
F1108,제26회 마산가고파국화축제,경남,창원시,자연생태,2000,마산합포구 일원(미정)
F1109,창동 라면축제,경남,창원시,주민화합,2025,마산합포구 창동거리길 32 창동통합상가 일원
F1110,제25회 진주논개제,경남,진주시,전통역사,2002,진주성 일원
F1111,2026 진주남강유등축제,경남,진주시,전통역사,2002,"진주성, 남강 일원"
F1112,제75회 개천예술제,경남,진주시,문화예술,1949,진주시 일원
F1113,2026 코리아드라마페스티벌,경남,진주시,문화예술,2006,장대동 남강둔치 일원
F1114,2026 진주 M2 페스티벌,경남,진주시,문화예술,2019,망경동 남강둔치 일원
F1115,2026 통영어부장터축제,경남,통영시,지역특산물,2024,도남동 트라이애슬론광장
F1116,제21회 봉숫골꽃나들이 축제,경남,통영시,문화예술,2003,봉평동(봉숫골 아름다운 거리 및 용화사 광장 일원)
F1117,제65회 통영한산대첩축제,경남,통영시,전통역사,1962,통영시 일원
F1118,제11회 사천비토섬별주부전축제,경남,사천시,문화예술,2014,비토해양낚시공원 앞 주차장
F1119,제7회 선진리성 벚꽃축제,경남,사천시,문화예술,2017,선진리성 일원
F1120,제28회 와룡문화제,경남,사천시,문화예술,1995,사천시청 광장 일원
F1121,2026 사천에어쇼,경남,사천시,문화예술,2004,사천비행장 일원
F1122,제17회 사천시농업한마당축제,경남,사천시,주민화합,2007,사천시청 노을광장 일원
F1123,제23회 사천시 삼천포항 자연산 전어축제,경남,사천시,지역특산물,2002,팔포음식특화지구 일원
F1124,제10회 김해꽃축제,경남,김해시,지역특산물,1993,미정
F1125,제42회 김해진영단감축제,경남,김해시,지역특산물,1985,진영공설운동장 일원
F1126,2026 가야문화축제,경남,김해시,전통역사,1962,대성동고분군 일원
F1127,2026 김해 국가유산 야행,경남,김해시,전통역사,2017,"수로왕릉 , 대성동고분군 외 가야유적지 일원"
F1128,제6회 율하벚꽃축제,경남,김해시,문화예술,2019,율하천 만남교 광장 및 율하 카페거리 일원
F1129,제2회 김해한우축제,경남,김해시,지역특산물,2024,롯데가든파크(장유롯데아울렛)
F1130,제1회 김해 한돈페스티벌,경남,김해시,지역특산물,2026,롯데가든파크(장유롯데아울렛)
F1131,제31회 김해분청도자기축제,경남,김해시,문화예술,1996,롯데가든파크(장유롯데아울렛)(예정)
F1132,제3회 MY아리나드림페스티벌,경남,밀양시,문화예술,2024,밀양아리랑아트센터 일원
F1133,제14회 밀양삼랑진 딸기시배지 축제,경남,밀양시,지역특산물,2001,작원관지 인근 검세체육공원
F1134,제68회 밀양아리랑대축제,경남,밀양시,문화예술,1957,영남루 및 밀양강변 일원
F1135,제26회 밀양공연예술축제,경남,밀양시,문화예술,2001,"밀양아리랑아트센터, 밀양아리나 일원"
F1136,제2회 밀양 물축제,경남,밀양시,주민화합,2025,삼문동 밀양강변 일원
F1137,2026년 밀양 국가유산 야행,경남,밀양시,전통역사,2020,"밀양관아, 영남루, 밀양강 일원"
F1138,제7회 외계인대축제,경남,밀양시,문화예술,2020,삼문동 밀양강변 일원
F1139,제2회 밀양 선샤인 농산물대전,경남,밀양시,지역특산물,2025,선샤인밀양테마파크
F1140,제16회 밀양대추축제,경남,밀양시,지역특산물,2008,단장면 체육공원 일원 (아불2길 20)
F1141,제1회 밀양 매운맛 축제(가칭),경남,밀양시,주민화합,2026,삼문동 밀양강변 일원
F1142,제28회 밀양얼음골사과축제,경남,밀양시,지역특산물,1999,"선샤인밀양테마파크, 얼음골공영주차장"
F1143,남부면 수국축제,경남,거제시,자연생태,2018,저구항 일원
F1144,거제둔덕포도&한우축제,경남,거제시,지역특산물,2011,둔덕가족생활체육공원
F1145,2026년 거제 맥주축제,경남,거제시,문화예술,2017,장승포동 일원
F1146,2026년 거제여름해양축제,경남,거제시,문화예술,1994,지세포 일원
F1147,제19회 거제섬꽃축제,경남,거제시,문화예술,2006,거제시농업개발원 일원
F1148,거제옥포대첩 축제,경남,거제시,전통역사,1957,옥포대첩기념공원 및 옥포수변공원 일원
F1149,거제맹종대나무축제,경남,거제시,지역특산물,2012,거제맹종죽테마파크 일원
