festival_code,theme_code,theme_tag
F0802,LS06,특산품·공예
F0803,CC01,주민화합·마을
F0804,LS01,농산물·과일
F0805,LS01,농산물·과일
F0806,NE03,강·바다·수변
F0807,LS06,특산품·공예
F0808,LS01,농산물·과일
F0809,LS01,농산물·과일
F0810,LS06,특산품·공예
F0811,LS04,음식·향토먹거리
F0811,LS02,수산물·해산물
F0812,NE05,생태·환경
F0813,HT02,전통문화·민속
F0814,CA04,영화·영상·콘텐츠
F0815,NE01,꽃·식물
F0816,LS01,농산물·과일
F0816,LS03,축산물
F0817,NE05,생태·환경
F0818,NE03,강·바다·수변
F0819,LS01,농산물·과일
F0820,NE01,꽃·식물
F0821,CA06,복합문화예술
F0822,CC01,주민화합·마을
F0823,CA06,복합문화예술
F0824,CA06,복합문화예술
F0825,LS03,축산물
F0826,CA02,미술·공예·디자인
F0827,CC01,주민화합·마을
F0828,NE01,꽃·식물
F0828,NE03,강·바다·수변
F0829,NE01,꽃·식물
F0829,NE02,숲·산·걷기
F0830,LS06,특산품·공예
F0831,HT02,전통문화·민속
F0832,LS04,음식·향토먹거리
F0833,CA06,복합문화예술
F0834,CA06,복합문화예술
F0835,NE05,생태·환경
F0836,NE05,생태·환경
F0837,NE03,강·바다·수변
F0838,LS01,농산물·과일
F0839,HT02,전통문화·민속
F0840,NE01,꽃·식물
F0841,CA06,복합문화예술
F0842,NE02,숲·산·걷기
F0843,NE03,강·바다·수변
F0844,NE01,꽃·식물
F0845,LS04,음식·향토먹거리
F0846,CA06,복합문화예술
F0847,LS06,특산품·공예
F0848,HT02,전통문화·민속
F0849,HT02,전통문화·민속
F0850,NE02,숲·산·걷기
F0850,NE01,꽃·식물
F0851,CC01,주민화합·마을
F0852,NE01,꽃·식물
F0852,NE02,숲·산·걷기
F0853,NE01,꽃·식물
F0853,NE04,계절·자연경관
F0854,CC01,주민화합·마을
F0855,CC01,주민화합·마을
F0856,LS06,특산품·공예
F0857,CA06,복합문화예술
F0858,CA06,복합문화예술
F0859,NE01,꽃·식물
F0860,NE01,꽃·식물
F0860,NE03,강·바다·수변
F0861,NE01,꽃·식물
F0861,NE02,숲·산·걷기
F0862,LS02,수산물·해산물
F0863,LS06,특산품·공예
F0864,CA06,복합문화예술
F0865,NE01,꽃·식물
F0865,NE02,숲·산·걷기
F0866,NE01,꽃·식물
F0867,HT02,전통문화·민속
F0868,CA01,음악·공연
F0869,CA01,음악·공연
F0870,NE04,계절·자연경관
F0870,NE02,숲·산·걷기
F0871,CA06,복합문화예술
F0872,LS02,수산물·해산물
F0873,CA03,빛·미디어아트
F0874,HT02,전통문화·민속
F0875,CA06,복합문화예술
F0876,HT02,전통문화·민속
F0877,NE01,꽃·식물
F0878,CC01,주민화합·마을
F0879,CC01,주민화합·마을
F0880,CA06,복합문화예술
F0881,CA06,복합문화예술
F0882,NE02,숲·산·걷기
F0882,NE04,계절·자연경관
F0883,CA06,복합문화예술
F0884,LS06,특산품·공예
F0885,NE01,꽃·식물
F0886,LS06,특산품·공예
F0887,NE01,꽃·식물
F0888,NE03,강·바다·수변
F0889,LS02,수산물·해산물
F0890,CA06,복합문화예술
F0891,LS06,특산품·공예
F0892,NE01,꽃·식물
F0893,CA01,음악·공연
F0894,LS02,수산물·해산물
F0894,LS01,농산물·과일
F0895,HT01,역사인물·사건
F0896,LS02,수산물·해산물
F0897,CA04,영화·영상·콘텐츠
F0898,CA04,영화·영상·콘텐츠
F0899,CA06,복합문화예술
F0900,CA06,복합문화예술
F0901,CA06,복합문화예술
F0902,CA02,미술·공예·디자인
F0903,HT03,문화유산
F0904,HT02,전통문화·민속
F0904,HT03,문화유산
F0905,NE01,꽃·식물
F0905,NE04,계절·자연경관
F0906,LS02,수산물·해산물
F0907,NE03,강·바다·수변
F0908,NE01,꽃·식물
F0908,NE03,강·바다·수변
F0909,NE01,꽃·식물
F0909,NE03,강·바다·수변
F0910,NE04,계절·자연경관
F0910,NE01,꽃·식물
F0911,NE01,꽃·식물
F0911,NE03,강·바다·수변
F0912,NE01,꽃·식물
F0912,NE03,강·바다·수변
F0913,NE03,강·바다·수변
F0914,CA06,복합문화예술
F0915,CA06,복합문화예술
F0916,NE03,강·바다·수변
F0917,LS02,수산물·해산물
F0918,LS06,특산품·공예
F0919,LS06,특산품·공예
F0920,LS02,수산물·해산물
F0921,LS02,수산물·해산물
F0922,NE01,꽃·식물
F0922,NE02,숲·산·걷기
F0923,HT02,전통문화·민속
F0924,NE03,강·바다·수변
F0925,NE03,강·바다·수변
F0925,NE04,계절·자연경관
F0926,CA06,복합문화예술
F0927,CC01,주민화합·마을
F0928,CC01,주민화합·마을
F0929,CC01,주민화합·마을
F0930,CC05,지역상권·마켓
F0931,NE05,생태·환경
F0932,HT02,전통문화·민속
F0933,NE02,숲·산·걷기
F0934,CA06,복합문화예술
F0935,NE01,꽃·식물
F0935,NE02,숲·산·걷기
F0936,HT02,전통문화·민속
F0937,LS06,특산품·공예
F0938,NE02,숲·산·걷기
F0939,NE04,계절·자연경관
F0939,NE03,강·바다·수변
F0940,NE02,숲·산·걷기
F0940,NE01,꽃·식물
F0941,NE04,계절·자연경관
F0941,NE01,꽃·식물
F0942,NE03,강·바다·수변
F0943,HT01,역사인물·사건
F0944,LS06,특산품·공예
F0945,LS06,특산품·공예
F0946,NE02,숲·산·걷기
F0947,NE01,꽃·식물
F0947,NE03,강·바다·수변
F0948,LS02,수산물·해산물
F0949,LS06,특산품·공예
F0950,NE01,꽃·식물
F0951,NE01,꽃·식물
F0952,NE01,꽃·식물
F0953,CA06,복합문화예술
F0954,NE01,꽃·식물
F0954,NE03,강·바다·수변
F0955,NE05,생태·환경
F0956,CA06,복합문화예술
F0957,NE01,꽃·식물
F0957,NE02,숲·산·걷기
F0958,NE01,꽃·식물
F0959,CA03,빛·미디어아트
F0960,NE05,생태·환경
F0961,NE02,숲·산·걷기
F0962,LS05,주류·차·음료
F0963,CA06,복합문화예술
F0964,HT03,문화유산
F0965,HT02,전통문화·민속
F0966,CA06,복합문화예술
F0967,LS06,특산품·공예
F0968,NE04,계절·자연경관
F0968,NE03,강·바다·수변
F0969,NE01,꽃·식물
F0969,NE04,계절·자연경관
F0970,HT02,전통문화·민속
F0971,NE01,꽃·식물
F0971,NE02,숲·산·걷기
F0972,NE01,꽃·식물
F0972,NE02,숲·산·걷기
F0973,CC01,주민화합·마을
F0974,CC01,주민화합·마을
F0975,CC01,주민화합·마을
F0976,NE01,꽃·식물
F0976,NE02,숲·산·걷기
F0977,CC01,주민화합·마을
F0978,CA06,복합문화예술
F0979,CA06,복합문화예술
F0980,CC03,스포츠·레저
F0981,CC01,주민화합·마을
F0982,CA03,빛·미디어아트
F0983,CA06,복합문화예술
F0984,CC01,주민화합·마을
F0985,CA06,복합문화예술
F0986,CC02,먹거리·야시장
F0987,CC02,먹거리·야시장
F0987,CC05,지역상권·마켓
F0988,NE01,꽃·식물
F0989,LS04,음식·향토먹거리
F0990,CC01,주민화합·마을
F0991,CA06,복합문화예술
F0992,CC01,주민화합·마을
F0993,CA01,음악·공연
F0994,LS06,특산품·공예
F0995,LS02,수산물·해산물
F0996,LS02,수산물·해산물
F0997,LS02,수산물·해산물
F0998,LS06,특산품·공예
F0999,CA05,문학·책
F1000,CA06,복합문화예술
F1001,CA06,복합문화예술
F1002,CC02,먹거리·야시장
F1003,NE05,생태·환경
F1004,CC01,주민화합·마을
F1005,CA06,복합문화예술
F1006,NE01,꽃·식물
F1007,CA06,복합문화예술
F1008,LS06,특산품·공예
F1009,LS01,농산물·과일
F1009,LS02,수산물·해산물
F1010,CA06,복합문화예술
F1011,NE01,꽃·식물
F1012,HT01,역사인물·사건
F1013,CC01,주민화합·마을
F1014,HT02,전통문화·민속
F1014,HT04,전통공연·무형유산
F1015,NE04,계절·자연경관
F1015,NE02,숲·산·걷기
F1016,HT03,문화유산
F1017,HT02,전통문화·민속
F1018,CA02,미술·공예·디자인
F1019,CA06,복합문화예술
F1020,LS06,특산품·공예
F1021,CA06,복합문화예술
F1022,CC01,주민화합·마을
F1023,CA06,복합문화예술
F1024,CA06,복합문화예술
F1025,CC02,먹거리·야시장
F1025,CC05,지역상권·마켓
F1026,CA06,복합문화예술
F1027,CA06,복합문화예술
F1028,CA06,복합문화예술
F1029,CA06,복합문화예술
F1030,CA06,복합문화예술
F1031,CA06,복합문화예술
F1032,NE01,꽃·식물
F1032,NE02,숲·산·걷기
F1033,CC01,주민화합·마을
F1034,HT02,전통문화·민속
F1035,LS01,농산물·과일
F1036,LS06,특산품·공예
F1037,LS06,특산품·공예
F1038,LS03,축산물
F1039,LS05,주류·차·음료
F1040,LS06,특산품·공예
F1041,CC01,주민화합·마을
F1042,CA06,복합문화예술
F1043,CA04,영화·영상·콘텐츠
F1044,LS01,농산물·과일
F1045,CC01,주민화합·마을
F1046,CC01,주민화합·마을
F1047,CC03,스포츠·레저
F1048,CC01,주민화합·마을
F1049,CA04,영화·영상·콘텐츠
F1050,CA06,복합문화예술
F1051,LS01,농산물·과일
F1052,LS03,축산물
F1053,LS01,농산물·과일
F1054,CA06,복합문화예술
F1055,LS04,음식·향토먹거리
F1056,HT02,전통문화·민속
F1057,HT02,전통문화·민속
F1058,CA06,복합문화예술
F1059,LS01,농산물·과일
F1060,NE01,꽃·식물
F1060,NE02,숲·산·걷기
F1061,NE01,꽃·식물
F1061,NE03,강·바다·수변
F1062,LS01,농산물·과일
F1063,LS01,농산물·과일
F1064,CA06,복합문화예술
F1065,CC01,주민화합·마을
F1066,LS01,농산물·과일
F1066,LS06,특산품·공예
F1067,CC01,주민화합·마을
F1068,NE05,생태·환경
F1069,LS01,농산물·과일
F1070,LS02,수산물·해산물
F1071,LS06,특산품·공예
F1072,LS02,수산물·해산물
F1073,CA06,복합문화예술
F1074,CA06,복합문화예술
F1075,CA02,미술·공예·디자인
F1076,HT02,전통문화·민속
F1077,LS01,농산물·과일
F1078,NE02,숲·산·걷기
F1079,LS06,특산품·공예
F1080,CA06,복합문화예술
F1081,CA01,음악·공연
F1082,CA06,복합문화예술
F1083,HT02,전통문화·민속
F1084,HT01,역사인물·사건
F1085,CA06,복합문화예술
F1086,CA06,복합문화예술
F1087,NE01,꽃·식물
F1087,NE04,계절·자연경관
F1088,CC02,먹거리·야시장
F1089,LS04,음식·향토먹거리
F1090,CC01,주민화합·마을
F1091,CA06,복합문화예술
F1092,CA06,복합문화예술
F1093,LS06,특산품·공예
F1094,CC04,가족·어린이
F1095,NE04,계절·자연경관
F1095,NE05,생태·환경
F1096,NE05,생태·환경
F1097,LS06,특산품·공예
F1098,CA06,복합문화예술
F1099,LS02,수산물·해산물
F1100,LS02,수산물·해산물
F1101,NE05,생태·환경
F1102,LS02,수산물·해산물
F1103,CA06,복합문화예술
F1104,CC01,주민화합·마을
F1105,NE01,꽃·식물
F1105,NE02,숲·산·걷기
F1106,CA06,복합문화예술
F1107,NE05,생태·환경
F1108,NE01,꽃·식물
F1108,NE02,숲·산·걷기
F1109,CC01,주민화합·마을
F1110,HT02,전통문화·민속
F1111,HT02,전통문화·민속
F1112,CA06,복합문화예술
F1113,CA06,복합문화예술
F1114,CA06,복합문화예술
F1115,LS06,특산품·공예
F1116,CA06,복합문화예술
F1117,HT02,전통문화·민속
F1118,CA06,복합문화예술
F1119,CA06,복합문화예술
F1120,CA06,복합문화예술
F1121,CA06,복합문화예술
F1122,CC01,주민화합·마을
F1123,LS02,수산물·해산물
F1124,LS02,수산물·해산물
F1125,LS01,농산물·과일
F1125,LS02,수산물·해산물
F1126,HT02,전통문화·민속
F1127,HT03,문화유산
F1128,CA06,복합문화예술
F1129,LS03,축산물
F1129,LS02,수산물·해산물
F1130,LS02,수산물·해산물
F1131,CA02,미술·공예·디자인
F1132,CA06,복합문화예술
F1133,LS01,농산물·과일
F1134,CA06,복합문화예술
F1135,CA01,음악·공연
F1136,CC01,주민화합·마을
F1137,HT03,문화유산
F1138,CA06,복합문화예술
F1139,LS01,농산물·과일
F1140,LS01,농산물·과일
F1141,CC01,주민화합·마을
F1142,LS01,농산물·과일
F1143,NE01,꽃·식물
F1144,LS01,농산물·과일
F1144,LS03,축산물
F1145,CA06,복합문화예술
F1146,CA06,복합문화예술
F1147,CA06,복합문화예술
F1148,HT02,전통문화·민속
F1149,LS06,특산품·공예
F1150,LS06,특산품·공예
F1151,CA06,복합문화예술
F1152,CC01,주민화합·마을
F1153,HT02,전통문화·민속
F1154,HT02,전통문화·민속
F1155,LS06,특산품·공예
F1156,NE01,꽃·식물
F1156,NE02,숲·산·걷기
F1157,CA05,문학·책
F1158,LS01,농산물·과일
F1159,HT01,역사인물·사건
F1160,LS01,농산물·과일
F1161,CA06,복합문화예술
F1162,CA06,복합문화예술
F1163,NE01,꽃·식물
F1163,NE03,강·바다·수변
F1164,LS01,농산물·과일
F1165,LS01,농산물·과일
F1166,NE05,생태·환경
F1167,NE01,꽃·식물
F1167,NE03,강·바다·수변
F1168,HT02,전통문화·민속
F1169,NE01,꽃·식물
F1169,NE03,강·바다·수변
F1170,NE03,강·바다·수변
F1171,HT02,전통문화·민속
F1172,CA06,복합문화예술
F1173,LS02,수산물·해산물
F1174,NE04,계절·자연경관
F1174,NE01,꽃·식물
F1175,HT02,전통문화·민속
F1176,NE05,생태·환경
F1177,CA06,복합문화예술
F1178,HT02,전통문화·민속
F1179,NE01,꽃·식물
F1180,LS06,특산품·공예
F1181,LS02,수산물·해산물
F1182,LS01,농산물·과일
F1182,LS03,축산물
F1183,HT02,전통문화·민속
F1184,LS06,특산품·공예
F1185,LS05,주류·차·음료
F1186,LS04,음식·향토먹거리
F1187,LS06,특산품·공예
F1188,NE01,꽃·식물
F1188,NE03,강·바다·수변
F1189,NE01,꽃·식물
F1189,NE03,강·바다·수변
F1190,NE01,꽃·식물
F1190,NE02,숲·산·걷기
F1191,CA03,빛·미디어아트
F1192,NE01,꽃·식물
F1193,LS06,특산품·공예
F1194,LS01,농산물·과일
F1195,LS06,특산품·공예
F1196,LS03,축산물
F1196,LS01,농산물·과일
F1197,LS01,농산물·과일
F1198,CA06,복합문화예술
F1199,CA06,복합문화예술
F1200,LS06,특산품·공예
F1201,CC01,주민화합·마을
F1202,NE01,꽃·식물
F1203,CA01,음악·공연
F1204,CA06,복합문화예술
F1205,NE01,꽃·식물
F1205,NE02,숲·산·걷기
F1206,CA06,복합문화예술
F1207,CA01,음악·공연
F1208,CA06,복합문화예술
F1209,NE01,꽃·식물
F1209,NE02,숲·산·걷기
F1210,NE01,꽃·식물
F1210,NE04,계절·자연경관
F1211,LS03,축산물
F1212,HT02,전통문화·민속
F1213,CC01,주민화합·마을
F1214,NE05,생태·환경
F1215,HT02,전통문화·민속
F1216,CA06,복합문화예술
F1217,CA06,복합문화예술
F1218,HT02,전통문화·민속
F1219,CA06,복합문화예술
F1220,CC01,주민화합·마을
F1221,CA06,복합문화예술
F1222,CA06,복합문화예술
F1223,CC01,주민화합·마을
F1224,CA06,복합문화예술
F1225,LS02,수산물·해산물
F1226,LS06,특산품·공예
F1227,LS02,수산물·해산물
F1228,LS02,수산물·해산물
F1229,NE01,꽃·식물
F1230,CA06,복합문화예술
F1231,CA02,미술·공예·디자인
F1232,HT02,전통문화·민속
F1233,CC01,주민화합·마을
F1234,HT02,전통문화·민속
F1235,NE02,숲·산·걷기
F1236,NE02,숲·산·걷기
F1237,HT02,전통문화·민속
F1238,HT02,전통문화·민속
F1239,HT03,문화유산
F1239,HT04,전통공연·무형유산
F1240,CC01,주민화합·마을
F1241,CC01,주민화합·마을
F1242,HT02,전통문화·민속
F1243,LS06,특산품·공예
F1244,LS06,특산품·공예
F1245,LS06,특산품·공예
F1246,CC03,스포츠·레저
F1247,NE01,꽃·식물
F1248,CA06,복합문화예술
F1249,NE01,꽃·식물
F1250,NE05,생태·환경
F1251,NE01,꽃·식물
F1251,NE04,계절·자연경관
F1252,LS06,특산품·공예
F1253,LS06,특산품·공예
F1254,CA06,복합문화예술
F1255,CC01,주민화합·마을
F1256,CA06,복합문화예술
F1257,CA01,음악·공연
F1258,NE02,숲·산·걷기
F1259,LS04,음식·향토먹거리
F1259,LS01,농산물·과일
F1260,LS04,음식·향토먹거리
F1260,LS01,농산물·과일
F1261,NE01,꽃·식물
F1261,NE02,숲·산·걷기
F1262,CA06,복합문화예술
F1263,HT04,전통공연·무형유산
F1264,CA01,음악·공연
F1265,CA06,복합문화예술
F1266,NE01,꽃·식물
F1266,NE03,강·바다·수변
