위도,경도,주차구획수
37.9014824,127.201032,28
37.90082576,127.2012192,37
37.8951936,127.2030484,5
37.89501927,127.1985105,51
37.89983899,127.2029747,31
37.8939605083,127.2003468054,130
37.90024163,127.2014477,25
37.90051608,127.2066038,10
38.08929064,127.2751477,202
38.036596,127.366642,66
37.95687829,127.3147787,59
37.95476864,127.3206591,24
37.95982484,127.3198006,340
37.95564067,127.3166941,181
38.00178136,127.2430411,64
37.84722547,127.1888903,44
37.78475463,127.2268579,80
37.82755033,127.150689,39
37.83225225,127.1501769,81
37.83067689,127.1378693,30
37.82749794,127.1459691,40
37.9569646,127.317619,125
37.82939527,127.1416064,58
37.82985268,127.141839,112
37.8270448,127.1443222,108
37.89557957,127.2027455,9
37.89233372,127.1989381,62
37.8990358398,127.2016929801,22
37.89639555,127.2019407,42
37.8978913501,127.20376448,51
37.89469975,127.2003445,40
37.90178761,127.2054304,24
37.8990358398,127.2016929801,8
37.89552179,127.2029038,20
37.8978763,127.198109,23
35.44147749,127.8294877,176
35.46169825,127.7930558,15
35.47965175,127.8329369,6
35.4939945104,127.8361456792,30
35.49159294,127.8321535,24
35.49368692,127.8367286,3
35.49315891,127.8328913,25
35.49222271,127.8332359,40
35.49280912,127.8351875,40
35.49215691,127.8361598,41
35.49289434,127.8384158,66
35.49574495,127.8407081,12
35.49475987,127.8388347,32
35.47880785,127.8534125,24
35.4837696,127.8166962,37
35.51686704,127.8455727,47
35.51148158,127.8400248,10
35.52045117,127.8314426,34
35.47859404,127.8349041,10
35.48064848,127.840678,15
35.50573044,127.8936531,9
35.49651831,127.8889877,29
35.29112099,127.8235359,8
35.42767951,127.7804205,81
35.45245448,127.8006195,27
35.45892265,127.7962492,42
35.40891036,127.8296688,7
35.41307995,127.8458879,11
35.42013474,127.873171,44
35.40818598,127.8313582,4
35.417467749,127.8631146417,24
35.405282,127.8352479,11
35.46372132,127.7931041,12
35.44198772,127.7778461,15
35.4054706473,127.8270799298,39
35.41523344,127.8587475,8
35.41734712,127.862668,12
35.41970108,127.8717934,81
35.42198463,127.8644801,6
35.41843257,127.866056,35
35.42198229,127.8701728,44
35.42198229,127.8701728,125
35.42198229,127.8701728,165
35.44147749,127.8294877,15
35.2982903,127.8320524,28
35.30583216,127.8332347,92
35.28240955,127.8302309,13
35.29929492,127.8109053,58
35.46366792,127.9290397,20
35.48543581,127.9689602,60
35.4855981,127.9680468,50
35.47745056,127.9563561,60
35.4722527,127.9597227,2
35.48758861,127.9686368,187
35.50419766,127.8914697,25
35.45880758,127.8623109,15
35.45872341,127.8619541,14
35.46999363,127.8836633,17
35.50417162,127.9068796,11
35.46971474,127.8762749,43
35.44125156,127.9551981,18
35.46580672,127.9117151,10
35.46474058,127.9273174,11
35.46474058,127.9273174,4
35.46368845,127.9278064,28
35.44944859,127.9499454,13
35.48781328,127.9315743,46
35.491153,127.9340847,24
35.4651909511,127.9348053883,6
35.48101119,127.9311952,12
35.23727517,127.8198703,18
35.276319,127.8460493,39
35.34652981,127.8209284,144
35.36402599,127.8450519,25
35.3332706172,127.8381641215,69
35.29725216,127.832186,21
35.29725216,127.832186,4
35.24480678,127.8186779,12
35.25650661,127.8237656,15
35.24514802,127.7943724,12
35.27649543,127.8402886,85
35.27704675,127.8369492,6
35.27791889,127.8404226,29
35.27769633,127.8380812,20
35.27613288,127.844786,30
35.27524276,127.8444354,121
35.27877939,127.8369416,31
35.27840996,127.8405654,7
35.27800216,127.8417521,39
35.27715514,127.8459353,23
35.27802663,127.8473509,16
35.27340054,127.8512049,23
35.27241174,127.8515468,14
35.25893025,127.7806997,9
35.28314037,127.7221152,14
35.2772888,127.7461671,18
35.26549868,127.7612415,22
35.28161616,127.7228727,29
35.28005369,127.9647392,136
35.27921427,127.9698986,45
35.25110467,127.952255,4
35.30017071,127.9573175,7
35.29887484,127.9576459,43
35.27424281,127.9358551,30
35.27381098,127.9380753,33
35.27268445,127.9372182,46
35.3086910933,127.9553481515,11
35.26728499,127.8302284,22
35.2741336,127.8361212,103
35.27447561,127.8355621,22
35.27412653,127.8390439,20
35.26823146,127.8411612,16
35.29297138,127.7549462,129
35.29409661,127.7549075,83
35.28442635,127.7649873,21
35.2771993,127.8315279,23
35.26263088,127.8278247,10
35.27851311,127.8331373,14
35.27659486,127.834379,13
35.30234851,127.9744048,19
35.30192807,127.9751444,20
35.3573449025,127.9212122197,17
35.36873894,127.925031,8
35.38452214,127.9711648,62
35.32982163,127.9504922,2
35.33687532,128.0013983,22
35.31577515,127.8997623,50
35.26230277,127.899993,2
35.296977,127.9590095,18
35.29878702,127.9585827,14
35.29767813,127.9592725,12
35.298014,127.9585566,32
35.29820697,127.960313,24
35.28601717,127.915834,3
35.27616022,127.9342485,31
35.29760775,127.9597093,26
35.29061291,127.9580563,19
35.29283924,127.9564515,16
35.27605551,127.9385307,21
35.29553939,127.8869106,30
35.34542458,128.0442743,19
35.38709599,128.0121834,60
35.37711924,128.011143,11
35.37830273,128.0109253,7
35.39669046,127.9863699,10
35.39531108,127.9888819,20
35.38282442,128.0066007,16
35.38242052,128.0069928,36
35.37620445,128.0123601,27
35.37896094,128.0092258,11
35.40175202,128.0251746,36
35.29883306,127.9685792,50
35.30257076,127.9706271,5
35.30227773,127.9722479,20
35.30116557,127.9758765,21
35.30422158,127.9739661,3
35.30437677,127.9738613,15
35.30713581,127.9782829,101
35.3323233,127.9996968,5
35.33689383,128.0121705,20
35.3011281,127.9764104,30
35.4154746,127.8811916,6
35.29657337,127.9567932,29
35.41787042,127.8846403,9
35.41561574,127.8837648,59
35.4934542,127.833205,86
35.27886771,127.839501,36
35.37894705,128.0115835,21
35.4128530285,127.8730100431,17
35.34488826,128.0451469,43
35.43067194,127.8674563,15
35.41333629,127.8913736,33
35.41545231,127.885237,27
35.42035125,127.8781847,14
35.41950091,127.8777835,10
35.41589643,127.8802682,18
35.41469017,127.8797385,17
35.41448959,127.8790399,17
35.41407287,127.8782147,11
35.41356791,127.8781638,9
35.41286633,127.8783335,19
35.41428247,127.8826165,10
35.4149839,127.8817895,15
35.4160819,127.8842361,55
35.414767,127.8819202,54
35.39908486,127.9034818,27
35.40242447,127.9181256,18
35.39983239,127.9164822,6
35.41057917,127.8727157,17
35.41022211,127.8726973,45
35.41055098,127.8731808,48
35.40913907,127.8737517,33
35.41170146,127.8722302,11
35.41160877,127.8706646,7
35.41153931,127.8655754,171
35.41433319,127.8740478,45
35.41291815,127.8752369,14
35.41441428,127.8746888,25
35.41376457,127.8747976,10
35.41376457,127.8747976,10
35.4139551,127.8751588,10
35.44341419,127.9109974,15
35.41759631,127.8761636,17
35.41606722,127.8791362,8
35.41575539,127.8775518,6
35.41652648,127.8741331,24
35.41647484,127.8751018,18
35.41777509,127.8758235,15
35.41479231,127.8770345,131
35.4162468761,127.878698093,18
35.41790222,127.8791644,41
35.41729932,127.878015,10
35.41711249,127.8767667,3
35.41734694,127.8775023,17
35.41762569,127.8777904,12
35.41831822,127.877085,5
35.41337412,127.8774448,19
35.40562966,127.9010068,55
35.404456,127.9005833,21
35.38887812,127.9140911,39
35.43037362,127.8887829,12
35.43800767,127.8952187,16
35.42521468,127.9138172,7
35.39305658,127.8816343,8
35.41517175,127.8729916,132
35.41572088,127.8745399,26
35.41561164,127.8742291,20
35.41580741,127.8748695,21
35.4155100883,127.8754438991,15
35.41507285,127.8722992,50
35.41432989,127.8725855,16
35.41446591,127.873393,14
35.48618987,127.968623,65
35.317527,128.2641965,60
35.317557,128.263473,37
35.32070329,128.2645034,15
35.31943074,128.2580473,36
35.32006701,128.2587961,4
35.32035244,128.2597547,4
35.32032681,128.260645,12
35.349925,128.168907,18
35.33640508,128.199042,5
35.46783399,128.3261678,20
35.31867597,128.2628211,35
35.31886111,128.2716621,58
35.31892601,128.2691686,43
35.32256463,128.260226,14
35.33319951,128.2671641,22
35.31831488,128.2599603,50
35.37604192,128.2324065,11
35.37234181,128.1068894,11
35.3185323,128.2604172,24
35.321429,128.2663957,20
35.34439756,128.3020484,17
35.27713312,128.2112395,20
35.31270706,128.2875909,6
35.29118898,128.1944389,20
35.32000349,128.2597409,14
35.38063204,128.1376352,25
35.42395163,128.2883273,12
35.41757335,128.2755151,0
35.46894121,128.324336,19
35.32088903,128.2599834,34
35.46443445,128.3216981,51
35.38827114,128.1666157,15
35.45639955,128.2539327,11
35.35006521,128.1023529,12
35.34859474,128.268727,17
35.36633094,128.4105058,25
35.32093613,128.2557008,21
35.32045275,128.2582019,19
35.319422,128.2656026,26
35.4794366,128.2344695,10
35.47027077,128.2706995,12
35.38081421,128.3259438,74
35.38034638,128.3251874,8
35.38893369,128.228989,12
35.34122529,128.1127291,9
35.41190634,128.4187455,24
35.37036355,128.165949,30
35.48778733,128.4125696,35
35.38695892,128.1755663,10
35.36674752,128.1198355,50
35.36592003,128.1342221,10
35.33809787,128.1289905,22
35.3697216,128.3002175,7
35.38734114,128.1592912,30
35.48413857,128.4116523,10
35.4358243,128.3173096,29
35.35932528,128.1406823,23
35.3535777,128.1951762,66
35.35280655,128.2427765,33
35.47241064,128.2715703,14
35.43666834,128.3449743,27
35.47578782,128.2162751,8
35.48334232,128.3765085,20
35.47473362,128.393504,27
35.40062928,128.3706676,12
35.47979008,128.4113706,40
35.44754716,128.2489606,19
35.3184158,128.2670261,23
35.32165447,128.2633148,45
35.37059637,128.413119,20
35.33384945,128.227201,15
35.38641942,128.4046532,10
35.38761986,128.3962211,12
35.36359137,128.3895125,18
35.47402241,128.2644525,28
35.4318208,128.3777769,12
35.48177974,128.2356404,20
35.32251418,128.2644363,45
35.47499064,128.2218805,15
35.32311239,128.2437458,23
35.31717217,128.2597706,50
35.31729478,128.2608621,45
35.4663485,128.3235628,60
35.46622776,128.3257469,60
35.36573735,128.3837562,10
35.38261859,128.3864981,10
35.3202133,128.2544395,68
35.3172286,128.2624364,59
35.31967998,128.2555724,30
35.32184614,128.2602657,18
35.32224342,128.2568588,11
35.3218049,128.263492,20
35.31840331,128.2636462,49
35.32178248,128.2626471,13
35.32107792,128.2598913,11
35.32161684,128.2580654,14
34.93191429,128.0847863,18
34.92858357,128.0735763,14
34.928301,128.0705933,21
34.92920301,128.0769967,30
35.08032871,128.090285,22
35.0819688,128.087941,25
34.93183789,128.076815,24
35.08481588,128.0890157,37
35.08430637,128.085497,44
35.64182058,128.6589435,30
35.64983354,128.7061764,25
35.65070961,128.7438245,30
35.72246042,128.9290482,70
35.64883787,128.720746,30
35.64862586,128.7372382,60
35.64921218,128.7344841,80
35.64362095,128.7419519,25
35.64725258,128.7339993,150
35.64862586,128.7372613,100
35.64838523,128.7186823,250
35.64725258,128.7339869,200
35.6410562,128.7470351,168
35.6715558,128.9567363,150
35.6438092,128.7406889,14
35.6448812,128.7428907,5
35.66526396,128.8544802,40
35.66670538,128.8544882,10
35.66680356,128.8553506,40
35.69191987,128.8897137,45
35.68718156,128.8924163,65
35.71568523,128.9135083,25
35.66323744,128.6705765,50
35.68730359,128.5892764,45
35.64148573,128.6154737,40
35.63974752,128.6197627,20
35.64082506,128.6192927,25
35.6390793,128.617391,10
35.63888891,128.6183089,55
35.7173952,128.5558939,50
35.64669572,128.7329666,37
35.64187994,128.7424927,50
35.64301376,128.7448178,39
35.6451459,128.7461535,27
35.64480354,128.7473821,23
35.64068769,128.7419613,20
35.6442814,128.7436162,23
35.5655208,126.856046,70
35.5733768,126.8442943,41
35.57296,126.8558305,43
35.55190259,126.8883964,12
35.57167272,126.8444947,33
35.5719098,126.8456265,30
35.5728428,126.8571412,142
35.55894074,126.8464086,8
35.6043526,126.9912229,14
35.5816876,126.8515108,35
35.5657621,126.8619705,20
35.5602301,126.8681593,83
35.62115727,127.0432433,43
35.5676651,126.8522205,8
35.567674,126.8519742,11
35.5418741,126.8891741,18
35.5605732,126.8517566,44
35.5853667,126.8562622,20
35.56470294,126.8531575,41
35.5677195,126.8532203421,37
35.5676854,126.853669,24
35.56636374,126.8580952,29
35.56801282,126.853558,9
35.56706615,126.8503093,54
35.57624454,126.8440317,30
35.56589055,126.8519536,100
36.07601181,126.6873706,14
36.07634754,126.6950426,80
36.07607445,126.6897181,40
36.0767732,126.6900122,12
36.01150572,126.6990817,12
36.01156116,126.6953411,16
36.01168382,126.6968004,12
36.0103035,126.6962175754,48
36.01039819,126.6968584,15
36.0099461,126.6967737,24
36.01153149,126.6976072,15
36.0135904,126.6909879,37
36.0106378,126.6907725,14
36.01368472,126.6958156,67
36.07634754,126.6950426,80
36.0764747,126.6880375,35
36.07664859,126.6895505,25
36.07830936,126.6897238,5
36.0780596,126.689845,30
36.0760744508,126.6897181496,40
36.0770723,126.6887744,50
36.0767581,126.6900542,10
36.07681561,126.6892102,14
36.0786498,126.6897294,16
36.07623453,126.6913504,20
36.07675592,126.696301,13
36.07710095,126.6894943,17
36.15422793,126.6876139,14
36.78103502,127.0876458,44
36.78059469,127.0835741,18
36.78273465,127.0820358,30
36.78491953,127.0807862,42
36.78606749,127.0810092,38
36.75542174,127.0329583,64
36.87290772,126.8793288,132
36.88429345,126.8805473,30
36.87794723,126.8696448,140
36.779276,127.011521,26
36.774873,127.005112,8
36.77410845,127.0124642,22
36.77235582,127.0086316,30
36.785627,127.000123,13
36.79287666,126.9965123,60
36.777894,127.003325,18
36.92305577,127.0624898,165
36.91864074,127.0612741,355
36.90655746,127.0695275,97
36.90675155,127.0562369,65
36.89948218,127.0643586,83
36.78729181,126.9936293,30
36.78917139,126.9886232,70
36.77003989,126.9516424,39
36.76151666,126.9618366,36
36.76066549,126.9641834,17
36.777894,127.933471,29
36.77009383,127.072969,20
36.77357847,127.0759004,22
36.77064822,127.0782799,20
36.77199549,127.079832,19
36.77196691,127.0776366,27
36.77174922,127.0745422,37
36.78603518,126.9854192,68
36.77440339,126.9819111,28
36.77649611,126.9797536,40
36.77645623,126.9818057,166
36.78546802,126.9607969,88
36.9332331,127.0638784,28
36.92978488,127.0373778,50
36.76245369,126.8887265,80
36.7565504,126.8721233,54
36.77893364,127.0948968,34
36.16211269,127.9725574,22
36.17137087,127.7766347,20
36.17377621,127.7897339,15
36.098071,127.683863,25
36.16771499,127.7751405,50
36.1724343,127.7803611,132
36.17730547,127.776439,63
36.17785617,127.7745331,62
36.152004,127.7510452,25
36.2286646689,127.9092497294,48
36.23149172,127.9073492,15
36.1688465247,127.7701595374,35
36.1786687071,127.7709925579,100
36.1790138894,127.7675542375,59
36.1720565942,127.7839189255,22
36.1731418085,127.7826923845,29
36.1720744156,127.7836479806,32
36.1773194615,127.7764181263,134
36.130737,127.674272,165
36.130737,127.674272,165
36.09687826,127.6850023,5
36.06977799,127.8799439,223
36.14224148,127.7459381,17
36.11720597,127.640477,40
36.17771261,127.7746418,12
36.16407662,127.7634934,40
36.1721811601,127.7863625074,93
36.17359086,127.7709809,15
36.12557244,127.744621,32
36.1287882,127.926837,2
36.02050756,127.7664293,23
36.18043622,127.7811653,41
36.16895786,127.7690194,30
36.17490545,127.7761407,33
36.19127971,127.8790238,18
36.2267985424,127.9105492899,26
36.23711086,127.7213314,13
36.1224319,127.667109,16
36.2127042,128.000443,20
36.22391547,127.9127978,10
36.116514,127.920187,8
36.2696453,127.8619597,18
36.19426443,127.7659175,8
36.17533263,127.7066047,20
36.17699358,127.844145,12
36.081674,127.681679,9
36.13371813,127.6370024,6
36.28186635,127.8273799,20
36.265333,127.9956391,10
36.100619,127.6461606,17
36.14780515,127.8231274,24
36.223984,128.0255776,18
36.14077168,127.913864,12
36.22462242,127.683417,18
36.11286075,127.660199,21
36.210065,127.8819994,10
36.275235,127.841283,240
36.10968228,127.6808147,30
36.258901,127.840538,13
36.16903095,127.7871225,50
36.164515,127.623615,208
36.23674925,127.7204023,100
36.1721811601,127.7863625074,169
36.16883138,127.7890651,34
36.098071,127.683863,30
36.21299598,127.9954462,40
36.23097578,127.903708,60
36.17460948,127.7746234,423
36.17301888,127.7828444,33
36.2593552,127.8284543,53
36.17920937,127.7783595,12
36.1743569237,127.777359308,146
36.17424464,127.7882587,30
36.17080663,127.7850545,123
36.17710978,127.775669,8
36.17282855,127.7916977,22
36.17167013,127.7846198,20
36.17227491,127.7821057,26
36.17394561,127.7785821,25
36.17642833,127.7802896,27
36.16949301,127.7884058,27
36.17201482,127.7853706,161
36.1734306774,127.773018637,20
36.17306958,127.7794533,151
36.17479934,127.7782443,16
36.15803583,127.6948142,5
38.2069724049,127.2129952956,31
38.1447067167,127.3070255,95
38.14752166,127.3143374,46
38.2102178,127.2198747,36
38.20524092,127.2193638,25
38.14831906,127.3011995,82
38.23779489,127.4695784,25
38.24411113,127.445038,14
38.16567256,127.4121891,58
38.24142453,127.4417407,41
38.23947243,127.4371196,43
38.243206,127.4375705,40
38.23871247,127.4396574,13
38.24161958,127.442247,11
38.23773384,127.4394857,96
38.23855842,127.4393168318,52
38.23755036,127.436828,26
38.20400652,127.217124,14
38.20683404,127.2171969,49
38.20137606,127.2239736,104
38.20676651,127.2097982,22
38.20691194,127.2150255,66
38.208027,127.2210697,114
38.20899292,127.219913,86
38.2072111591,127.2205488919,60
38.20750458,127.218245,20
38.14834545,127.3134344,11
38.18572879,127.3205873,39
38.147325,127.3064452,63
38.1843936,127.3196908,17
38.14610892,127.310366,57
38.14396841,127.3100413,109
38.14586414,127.312637,52
38.211623,127.217122,18
38.209631,127.2100814,14
38.21310687,127.209874,43
38.213263,127.214373,18
38.215015,127.213469,30
38.20812263,127.2093084,29
38.210948,127.217953,23
38.210533,127.215048,43
38.21147723,127.214293,16
37.13820041,128.8375561,16
37.09631131,128.6066208,5
37.08145772,128.6019318,32
37.07949201,128.601731,56
37.25498805,128.454719,6
37.25501495,128.4517791,5
37.27010363,128.267523,17
37.26928789,128.2670682,36
37.28348115,128.2602569,106
37.2426154,128.2443031,30
37.27083368,128.266742,45
37.181377,128.3244891,30
37.22238625,128.3467513,60
37.22256105,128.3468696,226
37.23615174,128.3276077,27
37.17789678,128.3164053,34
37.17770663,128.3268195,25
37.1740771,128.3284904,18
37.2243296,128.389615,8
37.27120569,128.2669279,19
37.27212289,128.266641,26
37.271265,128.2666015,20
37.18453763,128.4699975,30
37.18276535,128.4809622,132
37.18247344,128.5055057,7
37.18170907,128.4649246,32
37.18246775,128.4710195,18
37.18319969,128.4711151,25
37.18295306,128.472532,26
37.19797176,128.4555391,20
37.185852,128.469246,10
37.18612541,128.469814,8
37.1761521,128.4779256,7
37.17800862,128.4584446,40
37.18358366,128.4741244,41
37.18226931,128.470264,10
37.18313046,128.4698988,5
37.1826351,128.4690708,15
37.17448111,128.4749578,17
37.18856525,128.4655552,45
37.37339481,128.1891684,7
37.18464047,128.4704083,10
37.32701082,128.1900343,14
37.18108608,128.4782306,67
37.14350652,128.6792946,16
37.18149232,128.465935,56
37.1819277,128.4705632,74
37.18207773,128.4663751,56
37.184488,128.4654937,32
37.25455367,128.4556079,10
37.11516286,128.6039968,10
37.13024469,128.5357812,253
37.13117779,128.5352623,75
37.34197139,128.191933,6
37.27951179,128.2972657,18
37.29479315,128.3253673,8
37.28836828,128.3240736,15
37.19465325,128.4045345,5
37.19357857,128.4035758,4
37.19433005,128.4034718,5
37.19373923,128.4046082,5
37.19347492,128.404476,5
37.19399536,128.4037207,6
37.194538,128.4040137,4
37.32701082,128.1900343,5
37.365314,128.2718041,15
37.19434528,128.4030987,24
37.18574821,128.404278,7
37.253546,128.4575089,4
37.14802398,128.6608213,5
37.133321,128.8349573,8
37.14515209,128.8413869,25
37.18600068,128.4689262,2
37.18612541,128.4698168,6
37.18621331,128.4714232,5
37.22239601,128.5105574,15
37.1827001,128.4409659,57
37.1785033,128.4493522,45
37.1785033,128.4493522,151
37.18232752,128.4982046,30
37.18367617,128.4829904,10
37.1891755,128.4753952,4
37.186923,128.4691586,7
37.19461287,128.456431,4
37.1949185,128.4560697,8
37.17684012,128.4747346,15
37.17501993,128.4795068,6
37.17302677,128.4805476,8
37.17366355,128.4791867,12
37.18298899,128.4309876,26
37.19791945,128.4574845,72
37.19791945,128.4574845,36
37.17911333,128.458787,25
37.183956,128.4691588,6
37.18460889,128.4690908,10
37.185173,128.4715141,6
37.18946237,128.4694514,20
37.18946237,128.4694514,30
37.19059443,128.4711874,9
37.19059443,128.4711874,10
37.18362566,128.4730808,33
37.183206,128.4734279,38
37.18555076,128.4751665,9
37.18555076,128.4751665,18
37.18472502,128.4763738,7
37.18435417,128.461933,29
37.18205219,128.481959,110
37.18609549,128.4681825,102
37.18262834,128.4671158,26
37.18262834,128.4671158,42
37.17724226,128.4763305,8
37.1825957,128.4788192,23
37.18434393,128.4683918,29
37.18731949,128.4723615,18
37.17280062,128.4542814,40
37.17800862,128.4584446,41
37.17792528,128.4610625,32
37.17427054,128.4591706,176
37.18524692,128.4709887,43
37.17864935,128.4741711,59
37.18739471,128.4732172,12
37.18739471,128.4732172,6
37.18247488,128.4679901,16
37.27168848,128.5277174,59
37.23293309,128.5115565,215
37.188433,128.4739906,20
37.19561129,128.4563237,22
37.18221223,128.4641039,65
37.179205,128.4767899,20
37.19072194,128.4632057,29
37.1870749,128.4707856,13
37.18787618,128.4712245,5
37.18722062,128.4710194,13
37.18076855,128.3204814,40
37.2675348,128.2653126,21
37.18170907,128.4649246,46
37.17800862,128.4584446,16
37.18327211,128.4730454,12
37.18878054,128.4729318,85
37.177714,128.4600397,12
37.179592,128.4663478,16
37.14379937,128.6789733,4
37.18227111,128.4783339,46
37.18508453,128.4700622,19
37.18207773,128.4663751,9
37.18270642,128.4665762,31
37.18450203,128.4705137,14
37.1843421,128.4706455,10
37.18452297,128.466703,24
37.18439425,128.4659583,13
37.18452297,128.466703,17
37.18471539,128.4680799,17
37.18517719,128.467572,15
37.64892046,126.6950463,26
37.65204796,126.6288768,35
37.6417667,126.676615,205
37.60808725,126.7253397,42
37.65333015,126.6842814,424
37.62259288,126.7221322,177
37.64441577,126.6244463,105
37.59268384,126.7653148,108
37.68887488,126.6012219,53
37.61000754,126.7334902,99
37.63428142,126.645122,32
37.63855822,126.6453578,54
37.65686268,126.6250032,44
37.60502496,126.592881,91
37.64171447,126.6587441,309
37.64512147,126.6223749,45
37.6371215,126.6767441,54
37.63984166,126.6803695,104
37.60315577,126.7690194,16
37.64376317,126.6725146,82
37.62287695,126.7209726,21
37.62141149,126.7213871,19
37.62001685,126.7185763,20
37.61979952,126.7175512,23
37.62123498,126.715419,32
37.62101615,126.7159507,38
37.62199859,126.714572,57
37.6936634,126.6003751,196
37.64528012,126.6680375,50
37.64550966,126.6690519,76
37.62349151,126.7129712,39
37.60067559,126.7726398,58
37.62744531,126.7117539,157
37.62834258,126.7027057,70
37.6202343,126.7161459,163
37.61856089,126.7212102,94
37.64928071,126.5830375,86
37.60386113,126.7670516,9
37.60387998,126.7723072,165
37.60068067,126.7854127,270
37.59164146,126.7934664,319
37.64518933,126.6693993,47
37.64328012,126.6732988,110
37.64411536,126.667718,42
37.62016481,126.7179937,61
37.62093554,126.7162165,96
37.62199859,126.714572,78
37.64518933,126.6693993,47
37.59903325,126.7716423,17
37.65335144,126.6296325,35
37.50179376,127.0933314,166
37.52515748,127.109524,309
37.48594949,127.1238939,290
37.49228385,127.1503534,123
37.53610381,127.1159657,80
37.53523736,127.1201544,46
37.50702452,127.1133413,82
37.50024821,127.0958792,196
37.50024799,127.1548402,141
37.4960533,127.149782,47
37.49427949,127.1562576,114
37.4952871,127.1555585,215
37.5091148,127.0863248,9
37.50595877,127.1077074,40
37.49543459,127.1173449,29
37.48811167,127.1247612,68
37.49000803,127.1237652,38
37.50880282,127.1351487,39
37.51541561,127.1180314,83
37.51080658,127.080061,48
37.51636905,127.1035105,64
37.54707799,127.090118,81
37.5529341,127.0928443,90
37.56991861,127.0846836,162
37.53915358,127.0913608,159
37.53826965,127.0878657,172
37.54769328,127.0732156,33
37.55404255,127.0802429,77
37.53864952,127.0681734,83
37.52953686,127.0782846,281
37.54529787,127.0711809,44
35.83295639,129.2128046,181
35.859396,129.2250624,240
35.84396049,129.2067453,30
35.83903462,129.2026723,15
35.84243213,129.203246,25
35.84218457,129.2140346,209
35.85619791,129.2247236,112
35.84539316,129.2163119,221
35.8000765,129.1406698,566
35.8421203,129.2167317,78
35.8296328,129.2146954,10
35.83045315,129.2140531,19
35.83158756,129.2138605,22
35.83289534,129.2140287,24
35.83324181,129.2105587,12
35.83344891,129.2147149,29
35.83457677,129.2154123,20
35.83574219,129.2174873,25
35.84383404,129.2103796,198
35.83599416,129.2199391,34
35.83394198,129.2246514,46
35.8661885,129.2136638,26
35.85639493,129.2257325,16
35.8394702,129.2030005,17
35.84078553,129.2166321,15
35.84063541,129.2177308,12
35.84523352,129.2100315,13
35.8469026,129.2114033,11
35.84488008,129.2114151,10
35.84648643,129.2111231,24
35.84425423,129.2127105,20
35.84285454,129.2154009,15
35.84406722,129.2154359,20
35.84197489,129.2106927,14
35.84345076,129.2099703,22
35.84345201,129.2109014,14
35.84297468,129.2164187,17
35.84493202,129.2048943,24
35.84452294,129.2054048,24
35.84705097,129.2157954,8
35.84640931,129.2141402,9
35.83018496,129.2298859,264
35.8378194,129.2185548,496
35.830333512,129.2127050176,69
35.83515786,129.2109912,34
35.8374083,129.2099537,14
35.84069271,129.2129137,95
35.84399383,129.2048564,63
37.3881431,126.6455531,1157
34.894008,128.6921455,145
34.89069556,128.622781,283
34.89579009,128.625682,81
34.89279955,128.6252712,47
34.8939372,128.627812,52
34.89704763,128.6262062,78
34.8878359,128.6268933,34
34.89099901,128.611449,21
34.8919341,128.6956551,52
34.866717,128.6883909,34
34.88779365,128.6228196,16
34.88792506,128.6215199,15
34.88881006,128.6223573,16
34.888728,128.6210854,19
34.88987544,128.6248884,9
34.88704073,128.6262181,27
34.88562338,128.6268852,22
34.88463102,128.6273674,9
34.8768591,128.629206,32
34.87854667,128.6285273,19
34.88031038,128.627416,9
34.88506632,128.6249437,20
34.89212988,128.6165294,11
34.89091195,128.6119173,15
34.89099309,128.611449,11
34.89099672,128.6097135,20
34.89255743,128.6063346,22
34.89156244,128.6952595,23
34.89061452,128.6949439,18
34.8928831,128.695003,14
34.89045295,128.6941015,17
34.88975213,128.6942309,19
34.88940946,128.6938358,32
34.89093492,128.6914311,11
34.89339111,128.6908759,21
34.8933971,128.6915009,15
34.893995,128.691392,11
34.89077092,128.6221849,100
35.25003218,128.9075595,98
35.30828015,128.7311207,52
35.34172466,128.8464984,20
35.3130458,128.9068611,4
35.30778483,128.9308424,16
35.37373389,128.8191547,102
35.251633,128.8937494,402
35.251633,128.8937494,298
35.21318991,128.8316549,264
35.22646166,128.8900468,452
35.28683767,128.7909331,45
35.22221559,128.8721992,36
35.34718754,128.855235,136
35.19841798,128.8127914,45
35.19794772,128.8143571,26
35.18419127,128.7736282,84
35.23649647,128.9944068,19
35.24004092,128.8590032,45
35.24044093,128.8606267,24
35.23924732,128.859654,18
35.23821892,128.8776746,27
35.23750211,128.854712,5
35.24806867,128.9099618,10
35.24532522,128.9127769,10
35.23048839,128.8787082,16
35.23434175,128.8756187,6
35.22901604,128.8778904,30
35.31350606,128.7701594,64
35.21865078,128.8764234,20
35.23922157,128.8739243,42
35.31424107,128.7698297,55
35.23505261,128.8757912,54
35.32799855,128.8480561,25
35.29389088,128.7378306,90
35.24266285,128.8778771,48
35.23191485,128.8746698,113
35.24411045,128.8796795,9
35.23228367,128.8647514,18
35.31349654,128.7301971,94
35.23133621,128.884122,53
35.23773673,128.8632121,86
35.2332941,128.8845612,17
35.20234932,128.8083408,60
35.172083,128.8134399,79
35.1749045,128.8148294,34
35.26214192,128.8692252,58
35.18221235,128.7679044,39
35.30355319,128.7304017,31
35.24755479,128.9050581,80
35.30261082,128.7328727,104
35.17633641,128.8056108,67
35.22864105,128.8798747,14
35.22881542,128.8796512,8
