위도,경도,주차구획수
34.56980533,126.5955276,10
34.5735807751,126.6010525,18
34.5737657387,126.5911083304,20
34.57182061,126.6072085,20
34.5736532448,126.6041680933,28
34.5675621178,126.5932900881,36
34.56743807,126.6024055,20
34.56884964,126.6006255,10
34.63993258,126.7725274,40
34.6399579223,126.7738281431,65
34.6430750509,126.7672324,108
34.6391106,126.7701368,62
34.64162346,126.7744302,71
34.640651,126.7701013,31
34.6407497167,126.7726784,78
34.6395812841,126.7677264,65
37.19886467,128.8574669,136
37.22779963,128.8190727,117
37.37780817,128.6638027,70
37.49410706,128.8520000223,37
37.4712738,128.7243715,35
37.25420598,128.7802605,52
37.25316388,128.7769438,186
37.26743982,128.7403466,18
37.26814284,128.7424384,19
37.266756,128.7397691,13
37.26932409,128.739764,20
37.33802647,128.7883528,9
37.34052151,128.7857776,30
37.339181,128.788062,25
37.213861,128.6888222,16
37.212553,128.6492111,42
37.211468,128.6451142,27
37.21557339,128.6436767,25
37.21153043,128.667782,57
37.21481079,128.669661,14
37.214881,128.6686674,25
37.22563675,128.8228141,80
37.227356,128.820478,29
37.2269353,128.8136615,102
37.22645113,128.8142742,174
37.22679804,128.8168115,49
37.49495049,128.8509795,30
37.22770776,128.8218027,20
37.21631209,128.8327425,32
37.19972201,128.8544423,170
37.20066561,128.855383,30
37.19980201,128.855649,25
37.20685151,128.8443032,211
37.20508661,128.847828,133
37.20211777,128.8517228,41
37.38504119,128.6721308,50
37.381856,128.6660717,19
37.38266711,128.669268,146
37.37798855,128.6656608,200
37.37992039,128.6534411,73
37.37961821,128.660603,66
37.38060682,128.660224,78
37.38157206,128.6646081,38
37.3790129,128.6646272,38
37.20017831,128.8544489,66
37.2443578,128.7750023,40
37.24517473,128.7765841,40
37.33763941,128.787882,20
37.22763862,128.818623,72
37.22780134,128.8169741,48
37.22711795,128.8200673,75
37.38406748,128.6738833,20
37.3896412,128.6707504,47
37.38723319,128.6711601,29
37.38178013,128.657896,33
37.379019,128.6644511,11
